,Summoner ID
198,wJ9LniTAht21JRxnKZH4jJsbxM6MJb1IIb8nOKducAAq4F4
199,UgUPQ9tKFxTBIL2EjkQGXEwSALdb4Lj2Z-kfrRjGpRtXRyY
200,VfJQIIot508LVTiS-KyUXF68fMiTUuaTlPk0tmwZRYKA9qI
201,-VC__mJcauM0GyVCROqEXlotp1Gdo3UKkpDi0OccgIZv6ic
202,M0NnVVKDN9brYa0zY42L8Zd9QTzZPBKW3QzRVzRoIj0fY6c
203,dMfNFKzc1se_Dv6D-SKLmO6SA1I-cQ2IQ1eGvkK46PCR_k8
204,5pJifc1iSyyDvWLEZcgWzkBSglL4fMacZgbWhdwjFh8h_JU
,Summoner ID
0,VfJQIIot508LVTiS-KyUXF68fMiTUuaTlPk0tmwZRYKA9qI
1,-VC__mJcauM0GyVCROqEXlotp1Gdo3UKkpDi0OccgIZv6ic
2,M0NnVVKDN9brYa0zY42L8Zd9QTzZPBKW3QzRVzRoIj0fY6c
3,dMfNFKzc1se_Dv6D-SKLmO6SA1I-cQ2IQ1eGvkK46PCR_k8
4,5pJifc1iSyyDvWLEZcgWzkBSglL4fMacZgbWhdwjFh8h_JU
5,AB5FAP-Bobqzj0VsG-Su46Mtafk3hIbI8deUqhiQI5O3bAY
6,JlWk91GMamnKO7rBltr6nDdiv2FGneM21Hod82L-f18JZD4
7,z54FNdL2LNmwwCZqyix8KxIjhvsqJbvr6NrFxb6AK8dKLaY
8,isoGqeJ24f3um6i_4uNalLfJXBqnuqUiu7DpMyI_9BExKfs
9,pCQVK5m6Hoggml_oWvWwPLYxF6h7JMD-qIjC0qs6ivCsNNA
10,Iyj_3ET6GsE1I5MPIxhp5LBon9SSOxiimJb6Zv2TF7xn0fU
11,dMNBoazFsQROiNNEt-ZWaL4lWlV4SYKDg6srS17pCJtlC8M
12,1iuRnGRFT4JqCxdnUTbKpiO6N2i2ZDfxOKESI6vPmD-Wj1I
13,jyF7lxgCeJ-pfUTQQMzlnOe5pXwUmr909VMkP9ZJ_pjUE7E
14,D9MDLraY-vszHqePA-pQzUNR0WlGCJ1OhyV86xCzdRIXLJE
15,HZ3FDu5eXVwHAyzz0RCCWxPLhwDyjBymGVBoCu46QsCFgJs
16,MCrpg2k_zoyLRR-NRlixaU1jjEH5mJTdTYOXwkVDUqjINLs
17,jngV9V6jHS2bPOoULsMF9B86N-PYQOlCL7iJ4KAfhue20H4
18,RQ3v4it9EmEL7io_pghCvEx7SLyZ7oEz-Jy7ysxJsEmWLTE
19,ylIU3d2Zuvf_V9tQXtnZ9_aIqxR2uEhbujHtODEH3xYsYzU
20,pGIGnQwM5V-syabPJK8yHBUH31_v7injphplAIU-WISDgNE
21,1ayP7nIdyHBBB9kYZzw8Ev7bSDJZEa2ojcz-tRIWfnmPXUk
22,qqekamzV05ARz6cFb1SC8owDFqzTt8MlL_lz8_5e8w-GMCY
23,rDdQIN5YAKfJaqQPiskadKgHgp_gWH5T-A-mo5sfWjvrtYM
24,k9MNvxgwiwdLEEqbIXMQdE33acsPSJtKTd-KvDsm-LAelFk
25,ECfb6pWbZLH1iiX2IZtB2dYR2eFkbF8gxFOEu1pZ9JEnKMc
26,4S9IP5-wo3NEgT9j-uHpFJDXBHfs9acA6D-QU2aX-Aksm5A
27,Krc8mINoPqfCkX6faLfUFQ-c1WV0QS9p9slNJwskD7T3X9Y
28,Sp4XI-EUjGlZhUYTArfk3-RVm1zreNhPu3wuorLgCYRMUSE
29,HM9j3T5YkAMq2274uueCKkMnGMBzrHUr23UhK6cA9tbeX_U
30,jlgQmU7gTOXeXWgYCMoZuorzkv6SIuxPOJhFG8TAVV2Sl00
31,P9tJY8yarbA0cct-U64-Wi3RzRxqKs8qDMUz8dla_1L_BI4
32,YtD9C-h2SqfGdPvYZ2I3xfgnQNRQd8h4nX2o9HCQhrsOtQU
33,pxKuoMUgRZjeocBZa5DruJzeMEuUV1gb4YTVe71CFz_X7lU
34,15sCQ55FZAgf4ofB2cbhDLANHZkgoSUEpFm9uWQbbX_gt0w
35,VPVSsxwb1SczyjgvQvjb5JRG8ORImw1DrT5KHEwHfQJlMPw
36,2MYd9tvY_Xgim3jin4e6PWlMQyOB9KBD0cTf2F-j-K5VFY8
37,TW17rRLFWrazY1stVpXkS2LUWlbYlVgU7op6oJYbEUxyd_8
38,uc71lyg8br85-03F_djTOpjatYl9vR1fNxkDz-8_LiR5QHk
39,szjwpxnCAxMt1J2xL9-1DqtkCXfOtqSEkovCGeCI-BCvdgc
40,0WEVBya9Fr9Qwn2J5zVlXVdRoQGwoh3ETyDxGkAfiz5DjE8
41,EIzsBdMuVfHtI73zC6HNE6WarhCklQTdI44LMMKilvVzQv0
42,l9irZT8_BloaWePq0JTHYeKWuOv1F5R5v8vylCrYzOh4ryE
43,1x4LAWVfRs89cvpzeIZpqhxjLqbVjIOwjWbn8NMysz0Sijw
44,0jG3xjcWWkmGABsQcaLvRSZ1psrG3Ut5UValZ_FJaE6sgL8
45,-oCfsuE8cK0JbyzJn6ePe7ZDviPC-Jj8t7KSUqrMb7TpJbw
46,RVZu8ge6XJYd1w9Z7J0w8bmtN7kqQo9iFtH-LEbVPcq4KUg
47,TNFikjMxYiMMRc2SIM2dq0CF_THOsXgHR2omElIn1C7BX5Y
48,kUr-Qx7fQ1dQdy7FuErvHCtCyBfDRfPN-gErVX0YtdNa1uA
49,pAx1lfh3TRkkCQQPycbxJmY4wOB1-H8Lk6UCMTzlvHBHmto
50,KxY3U_ouH9myQV3i4l7P9NroYEIf0o-sCTj7pGxpzIuCilQ
51,6e3Jgz2qUC1IVa9JLT8oaS1AB8bT3wVs0_kvMEcCsj43yMA
52,teOzWNYm6q9rFzJu_BdzCmaRTuwCR9EceXfnqKaRvzX93Tw
53,s4Ao8gh6vNJUpV7UHiMQZ0HJ-Usjjf8BGllMzSe8b0dJzEU
54,hWGG2B7JVr2DxQ3DW9aMS2kPa1MHNx1IPDmyKptAlt67laA
55,KouLa0oROCwuXaklvVPh-82Dg70jUH3Ivo7aZryqUsNdhHE
56,tjkdDvXQzu-Z4DBB9M5I3ke1_2CTQ41cliXNCuM4CBuy6-c
57,7AkavSKIlAFMqM_yNtRv7Um73zGgHUC8nWFcyIVo83ot2z8
58,Uo7NKFeX_2JvQ8g1si2Ukdnbla1CaCttZiLyp6hET3M2aGE
59,Kq_JuVhrlUouTAAkW-ORfYQ98Rr6hd6OksCNsDTb0EYH4Vo
60,jxV3s1iirSOJoGpyDAM7RB0KvQKUs1TrzdC5YnwFjxydkVU
61,WWy5iYJ6D0-l2oNAxexNC3JN2unmp92wAdLB_qnorOzkRYU
62,n8n2rs5oPtOnuiUJdTbFiPs9FWwzsIvgejIbpSdg7_0rEdI
63,b153vtisSumkYY0hiJGsJLlHROjob9WU9_orgQAP6k2SjhY
64,WKGfeLFrGSO7qZtiwZMKJhNR_qJxRRuvJ-l41ChvMzzS4Ss
65,R9nVtg7CgBEBSMmZE5usVHrkZVAtb4gx736n7ZgnUsD0nSo
66,LNhed7T8ygxeEy_2sJosxMEiavRVDRQUnEwkqKOMP9gqpiE
67,C9lkhUdMZdxYvNbqKUGf-yeItdGxsIMI6bt8q7kqTRTtTHc
68,kH5LHKfZeOhtUMuBPSH-J4tllfYUHklX7Iir4jciXcXhAEY
69,wWQhrPaSiAx84EOglHRkQB-9qGN7iRaFvaNxzeUHdvVNTCM
70,p7Fgr2GNapcXA61Zcb4b3mhnLui7QjXUHvHyBCyiDLZcShY
71,nrbOisnY6fbCWIlTj4NRlJ7Hw-jJz2Gb3cD6_hu52MftAt8
72,0l1TtzHnSwPyNslqTaOUHnQRlVpl0FkzFrVoOiTO9L11cjI
73,msEKNKkphAbmQUAXY4Y6R_KVVAadgvx0hfAcnnSo4b4g3xk
74,YMxkoYgJYIlsbGgpJq4Ekk_0iBmoWX6O5X57-tOyytSByGs
75,gMKA2mj8mnLXrfazWTp48GVTNRhXm0CYyfqf3yQYOsAZl2A
76,x0CNoyPy5U3v-TCYmUMs-KMboIB3-SXwoTVg26uRlvkifxg
77,nhQOUgn7EoBAnE7V7M8XfR_I6xi5BO3pG7AFHxXBI105HUw
78,6P1Rb4bKxcJIocbRe-wlX9WcFDuxxtAfV81ULw4DYsarqrY
79,8xAa7C_abN-MjgAEf88aU-hSgJiImMR7JE7PzdXghrQAQYQ
80,JE3-KB1L9wkKgdvRECE2I_ix-VnYbI4VCFykiqh3EVMhE44
81,wfZYBzPjALiZi3U4VlJr7JEkvlJFhsz15DtxrQM3TKyIft0
82,04apnM_FiUiGvnZ6ISJjRwKsNh3fbHHuoL_S2eDCP-ZvEFQ
83,djmdE7N5TknF8ZBv3aIrJqp8GDJp3q3YdX0nfHLHW5lYid8
84,HmNg0R32VoK83gG4KBvNNVjpCxfSFg5iV4f1gLp4LlqDJZw
85,AuDgYAT9tfs2ulTl86_xd0KQt4yyTwErEfRnLFa6TI99NkM
86,7GPCII83sqrONwM7XM3-EWX7u8K1z_Rq-7zY974m0DQjKo4
87,KpyJp57QK5uCF02F1hhNllZh2YKd5D5NxTDB8g8SiKR50gw
88,HwUY8z6PY6KY-Fp5uxlWVs1aLD6oHQsdOyvRql_u7Mf6Xv0
89,xc40jpPSraOVj9Oi95T_i2-fgqTCwOvXIBsCMsHIze3u0P8
90,WVfCXOykYqFHOYPRH3xUm8WeCsNrLYv-yHoKjZABHTEpTQI
91,IjmjiUMr-r2QQYoJ83p8anikEvUo3n7aRaMQG65UmrLRQ9o
92,Qij1HP4VU5EqDFcNxj1CeuaVCHZ6FY_7XwRkuxm_XMBOql8
93,XhQPJjplbwf7BEr6K24stewRJY0akDcaXc7aoUOor0rvl3M
94,NHOa_b88JdstrQQA_RE51OKMxQm_wenO0k8YN-YcQcU46AM
95,gX42RVwkGwaPcmNwONJ8al0PWjNWZ-5WgyoIUsfiCwFUe8A
96,74FXDpGCTLHvwI0QY2qaNAZWAIFlJOUIOnU4Wf2PxhZLM3A
97,D06bBfRWz8-pxID39Lw-idNPtbxCe0kJJyuw9eioYFFC6gE
98,0MxGxhpRJPeU3soKnW95pO8PeczJSnZ1KewAuZ4c9_RZCr0
99,pM6-21z0Iaza1aLUpLnU10fXsmaXjUVS-SbbFfi2siXs0qk
100,WbmXXQ_KOhsP_kGV_j-rvsVWA-50YjxE5CeFIsaGcn6JaAI
101,CV2ZvGh5khEWszt9BfC90km8HUzyfvHrvX5GRcqH02rNmHE
102,uH3QX6VtEeNkUY1p8pa4NP_brqt70B4pawfz3C874uhJnP0
103,ns_93nnXIj1GFU2TaTZGTZWhX-xexrifpreNRdovkit6hfk
104,bTKowtw_hSZQmgeRuHLdIWHNUiVxZ6jHWxmNsZS7pyS6DWw
105,h3GPx1R9sZ2B4uNs0_UgUPZofCDtc_y5E7Flwrpp_jKt9b0
106,hmw9IomwhDG_Akflrw6WPNwKB0a7A_zDRiq-W1SpsKnIITk
107,cqK-4uVZdsqUMWa5cwHBMmVfD27Vuqwk2wYIyfVRxCYL8Wc
108,tg7FPdDeXVjQM25VP36oM7RXE_sD7INULuTDWfZ6QesNsJY
109,GcXsb2pAJnm-FIZ42biS6DX_oiqxiYIQXRzlJce6DYxphLI
110,T7K8LyovBUrVh2-luWxDsxoGJbZjcSWfdLh5WyUbqUvdQE4
111,i_-1ONQKp_1zQJfvR5zh_RMS6Avp5YgYEFH6qFgCt_il2kY
112,wA23g5K7ZLoqUEAXJguEtzhoz2RkYlfpG7OGTca9H6r0SfE
113,pLpF3YsJ_Ri0kzzLoS-FBVCsR9E5lmkRMXA4o2zLBPUFFC0
114,JLT2LzDeiZPSXQmRbSCHoMcl42wlQR3EblRw1OK2iK_ab38
115,q_2oFKNn3KYFJ3avEQnWJjcHuH-vw44Djef3JHV5YCxobmw
116,9vpxjb2RtJCdIg73z1PzL375kSVTTNO11bFtxAOowpNXm2Q
117,oaLDmkBLKSO_ruo7Yin_Le4kE0fdz9cHKIJT099LrhHSINw
118,GjzC42BCxtOLIb81LUWUBnMfYwdIB1pr1VOIgmwQ8z3HHsE
119,dIpsB8JoQaPdXyLWO2L9gb3-UsYNshtdCB2l5wbJbmPTz58
120,2gIBvk5bnqNMpjxSgLHaBf4tWGsyhcvoGZw_o3y8RKGL_7o
121,Ktm_u1ohkdMVi2UeFIoUBTX6DAH9GWqdg2TJ8v2phbNNpv4
122,xhK5pRVkhdcrEmQT7NAlCEe3lbg5FDYdYCaoMni6bi8lbG4
123,6hhXMbYMeYwsdKh_9JOdCfaOfzm-udSQAGerL_eldKG89mQ
124,8bm7qD6mstxohm9UOpPvjF7qJ97ewalM8bSDpqV4zHQKcB0
125,sI_eTmFognY6Akts-gxze1CDgUtk4zSavxLbSmERenEWokM
126,zqjnHZGtT12043sqGcdWJlZ995CiyQYGmM7XkeZrC3Tesr4
127,CSlWjYi7MUEgCqBnmhiajtRZh73HMfq9jjVnGBqZT2REQgU
128,ZAep8tOx41617YSIWzfa1ax27441wetXF8chNF9rW5-a7NE
129,H-wtdgbFFC0UdIayEcE4GBXQye72-UNXatzTlLYhGtJhnrA
130,oG7FYp9ZUuWT9NERqjD9WWW07r0_JXe9DE4XV3cXU9LW5hU
131,xAzKkwa9LCMg72AwFN_0fchBNwg6i2j4TaJMWG0BgdO1f4U
132,qFhk51feackQpXn_8V8iJ97wOsGUXLYtfN_dQO79zq4_TZ0
133,4wrIf_V2cfJSbZKGgspxDPzJYCh--vui4hlF62bdSsjbaGc
134,sAEW7Ili1bJCi0LSfVjvKRQ-iJdxB9Sx0ZNHvANbeU2Wzm4
135,L59UDXIc3py82f-h6r30e9SGyAY18pDhK1CKGHsqKEK7BCs
136,so_zEUnNd-Ebn4U1FKl7tFxgxwK_rqxJZeg5qesT16OS0cg
137,3XrmLGRLjxm7cCdZ9miu4VDDnsGMOR1OEvK6qESpL-l34z8
138,FzrYBo316rexC__NwAsk2csNlrZoZp3hsU7ll7FZ0xNIJkM
139,h-D6KLSvVtiIryL9IC6ngYki8eDNA4fgTlVHTHlM6ZDm2nY
140,CAEwsi-CcJorWY52d67XuLh0k2pFkJxwIF4Il7n0yWpZHAk
141,JF4GfguSKFMvfLSTWAAFknMW1FT202Urr6R8R87ncYITkWk
142,w-igWwzJ3bE6NtnUx3VfELznD1koUL5ZPBlFbj8SAXIGLxM
143,NdLWxzEYfMSgvitAAsK1It170jpJcoe48OZowsWgkLXZ3Ys
144,E25mmD0otwrTHHCHsqNyRZ9q1dM4cD4seUcmmSwNEoZ0zW4
145,rNLS5uqrSPnp1PGlwUgThwkbCovINM5-uoJalkSQiQZQWIA
146,2mtu4tEX5_35Kz-3yi4ZcVDh9Y4LXD87W2eu8rXAqer1yCo
147,oe-j5R6tg7NHNgn5Wk0o7VYk1GFW_Ruxr4GSyZxd6kPeqcA
148,QVHJKAPWDv-W8LH1n2BEvlyZ-EwWQQ_rNzPjK-M_iNcHui0
149,lAqrpLl5yHKwnPSyeRZ5-HP8keMqpnb_YU-8lGdgxv3hu5c
150,Ym_BDIiG0zCyrpIkp75jKH6XmCdaIDxYo9CkIiLn09zAt84
151,N94DHlEkcN9yTeJqpQSoJHfAKYUOL8gAJVZv61OHRsigudU
152,P3wGcgwKe68M3N-yPMLo17OlYuwUbsdqvrEzXIilMXi915w
153,Arv0a-p9OBzmXZ4HFUJ19foBcSSntZcSP_OPWxtcARigQbU
154,R00ghNvKU4p_3TF16U-uBbXhrvtYBPhbSI3Qo4rdjnCDkvw
155,cPzH-aLQlQaNJ0yDkaVgS2dBLNm1rw4ayXEsWSry6tb52Hg
156,bt9IIqmbaWFk6h3iQ1NBsqvfdCyTJfwifeKeyHyq5t69yuY
157,WgTtZjH2usHdrCVPbKXEiqTb-vX_9pGDRACnmitrWmMJ3Q8
158,548hFC0ZmFktQaDJMUp2_zo0J5nIFjx7uBFqacJcOELCMuE
159,wzqy0J72mKzwf4gxDFrU74XyRmxGHRIPUf0lww24c6Ali1w
160,ESyuDbFH8yhhMuehZMOyAMtfAOj22VyNIJRsDm9hG2gbGK4
161,JR_7TO05mj0ENVKq3tWX3bYOzsNeffbbXaRAT5nn2_PxGBg
162,lWPOUitwGfRcv5GntIjITosILhNyzfjy5EvC-r84J1R1Ccc
163,YNBRkmkiMA20rJ_r3Ez068qn-LroGza4_5N55mHk-vv87Gc
164,OTxjnk-5ZrjjG9Gh0Bh3iGSTlfzon7dNloxu8Lb5g66NEwk
165,JoZC_YDNBJ8blEKa-WB8MY3J7J-3HsTs2dQb-6EWeeZ2TJg
166,hvIdZyojFy_3SJAvIB9gQkWy_CjUO4kGXL8WACeveOqqULM
167,pTk5gukm_DTWwwj0M5OJWyDq193l8vPdiTGqDvL5tCWvhXc
168,JDjYkGATjQXS0bSnIU_or4ue8z2JDLBKW5Gs_8Fzt4XAJ54
169,72uMdYV5gV1vLPRG3YpTOJGwRHF47xglPPVnUzAkP9u-JiY
170,u2Pe3QL_HgBnKTDT-gUrtL9cHPsejcGAhzVqbUlWM42PGRA
171,eXw884LCxNwzeq5ZdHWFkNkjMlXgvdXgsJQPUhmiI-osVLY
172,jP3_FhpM8GS7d1QyQag4r0-bCGgotfjC7o7vDoO1S9-0R8A
173,r4bFEzWb2FDaigrITu3y-srhoLPDxvGlqPHv87xX--3mce4
174,cgPmYTOWim0t1d3wu1spdPFHfAcewLkGAzslJd898m7CSgo
175,7prPIwa8pmBc_nB-v__p7riF5jruGnelQB2yrsaFkYydzYo
176,Z96B4KfevjRHdjWa7jiHd_I1BTafiea_yyK9HKx0w26f10c
177,kdujCLH87zVYHJoPK26ZYKLZbZXge8X-6Dl5ZDNaFMWUd6s
178,6T8mdnr6VANnSltH-fwj_FZ8OkbVDwKyfEDf39AiqGuLwKU
179,EhHcGYWzYtR85z8Lk9Rzxem3RcZFS1wkAizXlZDnBMybX8c
180,62Zvn7Ga2rwaKzpz6GRrxInbRcJPN3q2dCCWzEsAzskTuyg
181,pIaEUl96H5jYDihCGyEd0WYsbSbsj02JS2Q_12nTtUqlRbk
182,ceKRKSCnDfPbVFIIdm8ZCdDvxI21TSHHvzDhcx9vY6Aw4lg
183,sluLV6s5XUUdYncH7JQgecV5EyrEP12KtDHfnO5-fUweoyA
184,LReUumypD3tnvMCPyMHJs_-hqIzWeZPA0aWPmruT21myRcQ
185,0wcAKo9tGS2gamoWzSmhFHjuTNaTL3Sy-h7InE65islV7Sc
186,KOxM2BfHt8wFAhW1Jsp32Z_EzTrDb64I53QQ-Jg9y4qe_Mg
187,MWkNEugPI5E4ZocZNkhhsxWAwDG2OZ3x1OZpY2mp73Bjvu4
188,ws7Nj12mCTP_RlQAPRcY1meMw72TWaSPUxb2d5J4UoCrPAk
189,9COCy-48x9Q2KuNKagYajpeNWSEzCbwADWBGrrvRTuW_xmM
190,qOESCDVdBkRlOim-ZN7j3_ojYRb1jrHR6shWUREgYZj5-VE
191,08gTG5ArRlBzvhHpmbKaadx9YhWh9JZ1Ibfm4-nxr6diy_A
192,jCcFZiHkfUCET198hKoFzVBfAV3J7Nud1zuAhG02-OYKnfE
193,EcInW8cZImhwDxCZOugERDA5tFDRkfawnBh9EvdBO2sGqus
194,YMiL5EJC4-7FtRHcl3BSbMw9fkhhl5PfEjRxc0LJRtXGSxY
195,N2FCMHCgjfJeBO5k8v5wu_aHWGDNg9xn6HkFlhe_Bxg6aic
196,P6CMxkCZVjZb4sxyVz5QmLlfwocD1ChQQcx6AH6g54NbyfU
197,m9a8q81FkggZHh1ZEd3E2EbTS7Cq2m0WXgc-MiTN60DnGXE
198,mLJ4hkwl1SNoJnrmSoaSVSFIygoYjCvC6P78Dfyr84n8qvE
199,jhHIKlM5_dBSi6mJ7ybuWBEfrSeBx_HUSpneQAmpCjBF49k
200,cSd6dK2QSaFnWhMNkcGkxYw5IY8H4vrTyMKef1-XWPMaJCo
201,Q4-3CrKUEQKWhRgw5bkioLI_2wkIpgfnwdE69N3-V4To5kM
202,4jOQ-zRXSMs68DazDfbXFJ09oer3mix1rwhQ1TZs49-wuKM
203,RvZAoWaNYosi7wX5KpGv_2suUik_xuaWWegQdfXN7qPv4MI
204,mFpPji-niSMSrivxFh7WaLc2EeDt_D9JuAktJvW712XJtQ0
,Summoner ID
0,cSd6dK2QSaFnWhMNkcGkxYw5IY8H4vrTyMKef1-XWPMaJCo
1,Q4-3CrKUEQKWhRgw5bkioLI_2wkIpgfnwdE69N3-V4To5kM
2,4jOQ-zRXSMs68DazDfbXFJ09oer3mix1rwhQ1TZs49-wuKM
3,RvZAoWaNYosi7wX5KpGv_2suUik_xuaWWegQdfXN7qPv4MI
4,mFpPji-niSMSrivxFh7WaLc2EeDt_D9JuAktJvW712XJtQ0
5,7vc3e5S9Py_Dm7laQQIJ1KXbwUufUOOylFSnEO2c_V3e6RE
6,USKNX3VMbTYvXUJdCcBd7YIiVCZ58GijFHO5ZB746nPV3uw
7,beRi4ESJ3eiHiK_A4vD9NgWIKJuQ3bd8QFEspNt_e36w01k
8,schJj7HCSrIXMcxycpjXTorKTE91XE4X2iJs8y1zo6Fd7uk
9,jVfqUVIne0CYq_fuIwWpL1geMZ__uasq-oMgDQt-RlkvqbY
10,EZtGgDrNdyDSiH-k3BDenVumpj0qfM6hFQ5BTi85U9gTH1w
11,T3vAVPrFKy3eICKlm5UXCEJ1pY_AYhppGpmTlf-Q-JQYsZg
12,G7t6fYEGrzEf-IJYxLKO5kcbWw4X_s5-k4dtG_gRCXBIV0w
13,2wfg5scTV0D5-5AMETFrHrEHuPtzdHnJ5Pz5CRF6SdpodXM
14,mPV5WsUnHpwMqNrl85yalLH2TSjzeeKn12PURBHGTdMCoJI
15,4i4o8BPOWe_e3NfET6ISWVZz_DA5GnEANiNuXLBTrDzJbbs
16,kr9QwWv5llYE81r5yJK0qt79pC6oXjIit-hXpTCCX6O4Fvs
17,zKjgRLlajhtnbilSUrRQyF6Yn5RMjB1GTnW1d2nZgfuQamw
18,taid34vKH3wgHqzSMhEx4_8YvM_oaHGki0OnFdq-BYoP5fY
19,jnbIEc_KGch7_ZvZyASWo_LjNbuA3NOOW3XYifx4xhSblEc
20,zAOrOw2OOM_lIkctaUoh6qpVuFCcA4sKppx6Ovrd9vuHWCI
21,pEtXn_T5U6y8q3CdY4Uhyt4YX0gLomWKDcUozMLri62xV9I
22,ivxBURXZuRu208KT_CN_OcQMbtHFEHqWHan_BmXP1qMPHvE
23,3b7NXJ9sReevm8ydg0ORC-otEaL_mDA8BvHvb8P0Gk93HpU
24,klQIbugXUI1l_DA8XHIVY5eum6OaQaOsib_THC1KWGrPmnU
25,ibZPMOaW13rbqK1ttjKjmllrxkqCqcDncqTGyeszNeTSlKM
26,KnMvWXFztFMKYlhqrxujiaH6nD5CHxEQS6S_d8GdyBstCWk
27,N1vRqdHgJkgiOVgCjoRepoqQwnTPW8rIBCBxY09raCjONEE
28,Hrg93rcFE0Cm-lDZPBKUgs_ZgO-_3kzR-Wp9aZKXuy01BaY
29,oLbiq7ToJ8b_-pQbvl9YXBJFQpjRpe98OfhBbIYUcqNhFjI
30,GIIesjn6HtoQguEYXYo8KjGYwTOmx5tScT1bxQuDDp7azLM
31,WYEU-YVjzJDDpseoLgC5yBNxLvvMQLY3-o4E1CLTATSgcaU
32,pkFDWXRuiih2z3K2MLMckqJO7tmnd2HoTdO643LPueOAtxY
33,GIBGTfWGBdQzFUV0jBmeToP_rZBuh3ki76y9yjuzEJfbfpI
34,idWuxbKLqudGx9xFKQ8R1ChQ-lOpi0WFo6SbzluzFTq8iXo
35,lgzMi9SxG5O5LTMrBBvaqKhO3lmrS3XD9uQ4VLkS2ORAgW8
36,u-dSZjhTSceOPl3onYgmRUU-Du3n3MABZuFMYbJLUBhWD2I
37,SEwL5sTgOC90fu2ZhLBP7XfWVqHX_rd6lNnSCdurJY9o_-o
38,GGovRJ0v_DjAJq6CHWZGRCQDoduqGEc70cSUE1akZYPn2wE
39,6hsnP2Ra7PglJazUwgZChq_mjINqR9AUL-_J8u0sBzDKwYM
40,Ku-ukDJc4fZMnTAerI40sC-8pQABsWkspIueYHKRlAOHVVk
41,99u5772au9MJirxvknbw3EHGBNwKUssrfrqw0K4lium6i4U
42,eb0d3dcYo2lKZcB2IKzYElQDk0Sx0aHDScYpVVL_f-GSvKQ
43,x2dW5WhwKifs2-Y6Uba_YmEzR2ww2x_MVg3rViXxRRZ8bgQ
44,LWRQA76fKARb8rx3Gk5P47F4jy4JcffvaxFi_2fvGlo__pM
45,oeZpg6rkkaiHckMhzHzminY-Yzc79k3t3ZVv2zpJ8oat_vY
46,e570n1V8iCOfwSLVZX0Lh-YyIegSpxyF7dwWjOVIfcITGrA
47,HQhrHiZgKrNJOxaIzzypb0leUDMTrUMdc5VLoE_WFOJ-1Go
48,GGCCxVPIJIThQkpnUhBEK7n5aqcBvOZUGQRDjjj3rLtyFgc
49,1RRMSncBAN6Fyt0A73Bcp-KxLtFvt8qbBCKu6kJUHEbTNec
50,TrSe-VyTIrw9VUFcH6BY1Iro1NFXUGCAU_s0U8p9rAGQaFc
51,npayHrKKlSTeQ2Utx4t352SyZH8VjItsmFmuEi1cn2og4WY
52,r5WMZmJugTy1aInU6VY6YfIoFu8s3N2bv5Y-Ix8wBATMoCE
53,2GHarD6AFjKN5iSfwtmFi-1zbq-5T_xST1TT2E4RUpOsmro
54,G2_binyfMAWpdXIuWequOGD-parVzPG3cDyCjgXlI59QfRM
55,nK3jREUfDIBZNXnHNfUfWDhr-zvpaJtqI4Fs6mkOIGXxhu0
56,wnCFfYZLVlVHFZAmQbhtzngZEkl2vRKYXJ5-3sj9JpHa2OE
57,E8PQKR3RoaJavuZmRjAhZ8pf6Xd_21bcmgNCDz-33VxBcj4
58,figJL4vG7smOhZkpQseXopAPccVbricbdCLIbNVItftDtiE
59,_UNK3a-3bVIWxMmEl6zZSjNMQ_VOAL2c2u00MdHaO0ScZ7k
60,WVyKqRTwZfiRNY0ozrYgx3lssowHkZ0gda3FlXv_izljBfI
61,X910Ql9aCGP6xChowa_oJP8rTDRuAMQfhRrFOs9XrfqMNS4
62,WFKZAIGr0jMOznUW_VFm7cz9zcFUDoSydKT-vWO_IugZEUA
63,_7SN1gTQFFbptZ0GJEljn_7_swZoGcdSdnmRd_nDV12kqt4
64,K-DMtKcXAOcsddZQ7OeKYLJsNG6g4YiMYOIDpTIWclf1tO4
65,ZpETW-AjFzcIwfDViskdbfRy29InwHKwMlYJiTi-KyDiprQ
66,EqFjNcWRZQBYs6a0FycDtoP-G0NnrbWm9QR1RJA67C6PhGY
67,WVw9MDjmshU1-B85HnXkLD0PQmoUWPSx5PxzF0o8YkjMWpE
68,7NcV9bFcM7nnv4bQIPVADwZJTBPJnUmeo8J-knxYmAQSQ5c
69,ZvRnpR8IUESA3t2b-O8zY73ICMfa3zGlkYR9tAKOdM3R6dY
70,ETe2hdgYcXqmueM4TbIxpmOldiCXBVQ8lXZkfJYw7n6kkrM
71,8SypJJiT0Nhv-MRwp6RE0-TR2BY3flmzYU4AshEFh6p9THw
72,33lyRJrDyJ8pERtwz76iP4iE9suB8fpzXIXVnNQVB6FaFHw
73,JIH_OaMXvdaI_BB-y0DQYzeZJnLo31pIR13mecxUrLKNm6c
74,LJGxXJl1YN8TiaNJ-BZ2WUEAZXYsX-QKw7YuL9CWsRGPu2E
75,XXv1QYkC5v11BJEzwSAvLL0n8vc2YLqjEEkp-xXj26pEwlc
76,dDaFRvrCqvZZAgfS8LwZVsEMm_RyKPWZThQxzWNWcecjAng
77,oIbdZArstILRKUmcKrqaDqkcg3ZugiBlmjOyZu9dyLvokio
78,MT0PJjhZrod8y0jkAitZ3J7MqAn2JWZVSj5j2IqNJTtiQuI
79,voYWdIvnV7jDAW99u2we9AoROn0ujDiFvkAQofZ9aosslSw
