matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,timePlay,winloss,top1,jug1,mid1,adc1,sp1,top2,jug2,mid2,adc2,sp2
NA1_4251406398,2,0,0,0,2300,1622,-402,579,202,1688,100,Fiora,Zed,Ryze,Jhin,Nautilus,Garen,Kindred,Yone,Veigar,Lux
NA1_4250748175,1,0,1,0,387,997,906,-207,693,1735,100,Sett,Shyvana,Talon,MissFortune,Taliyah,Gangplank,Olaf,Teemo,Zeri,Senna
NA1_4238056494,1,0,0,1,3073,725,-431,1899,250,1281,100,Irelia,Teemo,Talon,Varus,Thresh,Darius,Sett,Annie,Vayne,Janna
NA1_4238978408,1,1,1,0,748,-282,-1720,826,345,2125,100,Fiora,Sejuani,Zed,Jinx,Renata,Viego,Sion,Katarina,MissFortune,Rakan
NA1_4249000541,1,0,1,0,-363,704,-208,2052,2079,1745,100,Singed,Hecarim,Kaisa,Ezreal,Lux,Sion,MasterYi,Yasuo,Vayne,Malphite
NA1_4250045067,0,1,0,0,930,604,1500,-761,-1573,1602,200,Gangplank,Rengar,Kaisa,Jinx,Nautilus,Urgot,Hecarim,Xerath,Lucian,Pyke
NA1_4242391684,1,1,0,0,-2393,929,-1634,1039,455,2000,200,Yone,MasterYi,Brand,Jhin,Rell,Akshan,Kayn,Garen,Vayne,Thresh
NA1_4252865677,0,1,0,0,-316,-2077,-1038,1651,-442,1968,200,Urgot,Evelynn,Kayle,Aphelios,Braum,Lulu,MasterYi,Kaisa,Caitlyn,Veigar
NA1_4255822906,1,0,0,0,-389,38,-87,2128,844,1649,100,Singed,Sejuani,Irelia,Jhin,Karma,Camille,Volibear,Akali,Twitch,Soraka
NA1_4256437844,0,1,1,0,-695,1904,-952,-395,-436,1964,200,Irelia,Kindred,Orianna,Ezreal,Soraka,Yasuo,Ekko,Vladimir,Caitlyn,Nami
NA1_4246901682,0,2,1,0,3210,-1948,-84,-159,-312,1955,200,Sion,LeeSin,Zeri,Caitlyn,Zyra,Gangplank,Kayn,Anivia,Ezreal,Thresh
NA1_4260518922,0,2,1,0,-110,-1119,857,-3125,1169,1821,200,Nasus,Pantheon,Fizz,Aphelios,Soraka,Fiora,Viego,Veigar,Jhin,Leona
NA1_4252886028,1,1,1,0,-475,-1870,-867,909,480,2157,200,Nasus,Vi,Kaisa,Samira,Nautilus,Jhin,Graves,Ekko,Jinx,Galio
NA1_4253492527,2,0,0,1,231,2801,-964,-710,-1081,1698,100,Yorick,Viego,Kaisa,Kalista,Nautilus,Gnar,Graves,Kassadin,Veigar,Ziggs
NA1_4247056451,1,1,1,0,1135,986,2622,-908,-750,1231,100,DrMundo,Diana,Yasuo,Ashe,Soraka,Sion,Vi,Malzahar,Kaisa,Pantheon
NA1_4242259979,0,1,1,0,1940,-1517,2115,-279,242,2001,200,Sett,RekSai,Velkoz,Lucian,Yuumi,Shen,Khazix,Shaco,Kaisa,Lulu
NA1_4259050259,1,0,1,0,1352,2804,1133,-2519,-893,1567,200,Garen,MasterYi,Viktor,Lucian,Rell,Gangplank,LeeSin,Sylas,Kaisa,Blitzcrank
NA1_4249615644,0,1,1,0,3008,3107,-844,310,210,1508,100,Kennen,Kindred,Tristana,Aphelios,Braum,Kalista,RekSai,Yone,Ezreal,Karma
NA1_4259201050,0,2,1,0,-1209,-1463,1863,-574,-371,2203,200,Zilean,Kayn,Yasuo,Caitlyn,Yuumi,Camille,Udyr,Chogath,Kalista,Morgana
NA1_4240496771,1,1,0,0,-461,229,-1475,525,-340,2347,200,Yasuo,Kayn,Katarina,Quinn,Renata,Jayce,Volibear,Jhin,Velkoz,Pyke
NA1_4238531146,0,1,0,1,-1534,-1437,-1423,606,-121,1892,200,Garen,Evelynn,Khazix,Ezreal,Lux,Kayle,Viego,Yasuo,Caitlyn,Soraka
NA1_4235746194,0,1,1,0,2763,787,928,-859,-2216,1860,100,Volibear,Nidalee,Qiyana,Sivir,Lulu,Teemo,Sejuani,Zoe,Ezreal,Pyke
NA1_4236227229,0,1,1,0,0,0,0,0,0,808,200,Sylas,Vi,Sion,Jinx,Yuumi,Graves,Zac,Qiyana,Yasuo,Pyke
NA1_4236284362,0,2,0,1,-133,-296,-2982,-1323,1883,1381,200,Gnar,Hecarim,Katarina,Kaisa,Heimerdinger,Yone,Diana,Viktor,Tristana,Syndra
NA1_4250691811,1,0,0,0,-1575,-1012,530,456,-423,1641,200,Yone,Jayce,Corki,Sivir,Swain,Nasus,Hecarim,Kassadin,Jinx,Renata
NA1_4244559593,1,0,1,0,2805,43,-1303,-376,150,1661,200,Fiora,Hecarim,Ekko,Lucian,Thresh,Yone,DrMundo,Jayce,Jhin,Yuumi
NA1_4258927390,2,0,1,0,283,1886,290,2920,1924,1599,100,Khazix,Tryndamere,Annie,Jhin,Lissandra,Trundle,Ekko,Orianna,Jinx,Soraka
NA1_4250687450,1,1,0,0,-3020,167,-183,331,888,2458,100,Zac,Tryndamere,Yone,Zeri,Lux,Kled,Viego,Talon,KogMaw,Xerath
NA1_4258684249,1,0,1,0,959,418,1958,1099,1723,1872,200,Aatrox,Amumu,Yasuo,Tristana,Lux,Garen,Mordekaiser,Viktor,Jinx,Poppy
NA1_4252912701,0,1,0,1,-2805,232,170,-325,1321,2148,100,Sion,Ekko,Yasuo,Jinx,Senna,Darius,Shaco,Brand,Ezreal,Karma
NA1_4248483788,0,1,1,0,370,541,845,-530,-194,2855,100,TahmKench,Taliyah,Ahri,Jinx,Shaco,Teemo,Graves,Leblanc,Ezreal,Annie
NA1_4236331738,2,0,1,0,1375,-486,-3113,-252,499,2076,100,Renekton,Nocturne,Leblanc,Tristana,Galio,Yorick,Kindred,Lissandra,Ezreal,Nautilus
NA1_4253592690,1,1,1,0,1341,2048,1618,-1159,1841,1443,100,Jax,Graves,Anivia,Lucian,Renata,Gangplank,LeeSin,Swain,Sylas,Taric
NA1_4249259648,1,0,1,0,3062,1449,-421,-2262,-921,1798,100,Draven,Warwick,Ahri,Ashe,Nami,Volibear,Lillia,Ezreal,Kaisa,Pyke
NA1_4253486461,2,0,1,0,-1404,1720,2464,-1560,-361,1965,100,Camille,Diana,Kindred,Ziggs,Senna,Irelia,FiddleSticks,Qiyana,Ashe,Janna
NA1_4260864182,0,2,0,1,990,-460,-1063,898,1755,1367,100,Urgot,Viego,Kennen,Vayne,Morgana,Volibear,Graves,Qiyana,TwistedFate,Leblanc
NA1_4248586807,0,1,0,0,-1576,-1807,-1002,-816,-1495,2141,200,Gnar,Amumu,Malzahar,MissFortune,Renata,Rumble,XinZhao,Yasuo,Samira,Ornn
NA1_4243116287,0,1,1,0,1731,-782,-2638,-359,39,1286,200,Darius,JarvanIV,Karma,Vayne,Lulu,Urgot,Ekko,Zed,Ezreal,Nautilus
NA1_4236612469,0,1,1,0,1732,22,80,-2854,-3927,1376,200,Aatrox,Vi,Cassiopeia,Ezreal,Thresh,Riven,Hecarim,Orianna,Jinx,Zilean
NA1_4241227735,1,1,0,1,1085,-340,-2184,3084,2026,1436,100,Darius,Jax,Vex,Aphelios,Morgana,Urgot,Warwick,Sylas,Jhin,Sona
NA1_4260237200,1,0,0,1,-1217,-1189,27,216,1219,2032,200,Teemo,Zac,Velkoz,Tristana,Senna,Jax,Ekko,Brand,Samira,Galio
NA1_4247765150,0,1,1,0,704,317,-2213,-310,-38,1574,200,Jayce,Mordekaiser,Irelia,Xayah,Rakan,Darius,Udyr,Orianna,Caitlyn,Renata
NA1_4259826504,1,1,1,0,-369,744,1288,-2008,-1489,2107,100,Aatrox,Lillia,Corki,Vayne,Nami,Camille,Khazix,TwistedFate,MissFortune,Blitzcrank
NA1_4238428978,1,0,1,0,485,865,337,1827,1237,1667,100,TahmKench,Shaco,Irelia,Veigar,Zyra,Vladimir,MasterYi,Lux,Vayne,Braum
NA1_4241879530,0,2,1,0,-1625,-386,-1997,74,447,1940,200,Nasus,Mordekaiser,Veigar,Ezreal,Pyke,Sion,Graves,Ryze,Kaisa,Karma
NA1_4242533754,0,1,0,1,-3525,-702,-254,1701,509,2152,200,Ornn,Graves,Corki,Varus,Nautilus,Aatrox,Trundle,Orianna,Sivir,Shaco
NA1_4245225374,0,2,0,0,-2355,-297,-51,-147,-811,1289,200,Volibear,Nocturne,Jayce,Ashe,Blitzcrank,Illaoi,Hecarim,Sylas,Vayne,Lux
NA1_4241246626,1,1,1,0,211,1408,2686,-853,-13,2178,100,Vladimir,MasterYi,Ahri,Twitch,Janna,Urgot,Kindred,Lux,Lucian,Pyke
NA1_4242024028,0,2,0,1,-223,325,327,-2136,-256,1536,200,Illaoi,Viego,Viktor,Kaisa,Thresh,Volibear,Hecarim,Zoe,Jinx,Teemo
NA1_4253500240,0,1,0,1,726,-469,-721,-3176,-1401,1547,200,Fiora,Poppy,Ahri,Ezreal,Amumu,Vayne,LeeSin,Yone,Samira,Nautilus
NA1_4249686090,1,0,1,0,3761,1958,414,365,932,1488,100,Graves,LeeSin,Fizz,Zeri,Lux,Urgot,Rammus,Qiyana,Draven,Nautilus
NA1_4249724270,1,0,0,1,-306,348,493,-1724,-596,1869,200,Sion,MasterYi,Yone,Ezreal,Sona,Aatrox,Lillia,Malzahar,Zeri,Leona
NA1_4259613536,1,0,0,0,500,569,-950,3026,129,1799,100,Shen,Hecarim,Yasuo,Tristana,Nautilus,Gangplank,MasterYi,Akali,Vayne,Yuumi
NA1_4244997035,1,1,0,0,331,2025,15,847,935,1374,100,Trundle,Shaco,Yone,Jhin,Velkoz,Garen,XinZhao,Mordekaiser,Aphelios,Sona
NA1_4238912572,1,1,0,1,2964,-82,-2176,676,-48,1638,100,Sett,Ivern,Yasuo,Draven,Brand,Jayce,Jax,Katarina,Veigar,Yuumi
NA1_4248242407,0,2,0,1,1832,-1606,-259,-234,33,1495,200,Fiora,Morgana,Tristana,Jhin,Seraphine,Garen,Viego,Viktor,Jinx,Karma
NA1_4253759116,1,1,0,1,-1959,-953,100,1190,-192,2060,200,Mordekaiser,Rammus,Nidalee,Jhin,Thresh,Fiora,Vi,Malzahar,Jinx,Nami
NA1_4255872240,0,1,1,0,2148,1204,-1255,-1939,-866,2379,200,Gwen,Hecarim,Karma,Sivir,Lux,Gangplank,Nunu,TwistedFate,Draven,Volibear
NA1_4253875524,2,0,0,1,-1194,774,-437,-1109,-136,1816,200,Qiyana,Ivern,Zed,Kaisa,Braum,Teemo,Amumu,Orianna,Vayne,Blitzcrank
NA1_4244803597,1,1,0,1,-207,-750,-2144,-742,-735,2407,200,Illaoi,Kayn,Jayce,Vayne,Thresh,Garen,LeeSin,Orianna,Zeri,Nautilus
NA1_4260475006,2,0,1,0,1409,2719,2739,3035,1771,956,100,Trundle,Nocturne,Viktor,Samira,Nautilus,Graves,Rammus,Vex,Ashe,Braum
NA1_4238047686,0,1,1,0,1011,1233,992,-5,-297,1531,100,Gragas,Nocturne,TwistedFate,Jinx,Senna,Sett,Rammus,Viktor,Vayne,Swain
NA1_4255810631,1,1,0,1,-1805,1753,67,151,47,1965,100,Jax,Diana,Veigar,Kaisa,Thresh,Tryndamere,Graves,Ryze,Jhin,Teemo
NA1_4258419033,0,2,0,0,533,-1364,1254,-382,-419,1792,200,Kayle,Volibear,Karthus,Sivir,Janna,Pantheon,Graves,Vex,Caitlyn,Morgana
NA1_4235110820,1,1,1,0,-89,-404,818,777,885,1812,100,Fiora,Nunu,Ahri,Jhin,Zyra,MonkeyKing,LeeSin,Syndra,Sivir,Yuumi
NA1_4246674792,1,0,1,0,2042,520,-115,233,186,2444,100,Yorick,Hecarim,Leblanc,Ezreal,Morgana,Sion,Shaco,Ahri,Kaisa,Leona
NA1_4245717493,1,1,0,0,228,-803,-335,-584,775,2545,100,Gangplank,Mordekaiser,Sylas,Ashe,Pyke,TahmKench,Nocturne,Velkoz,Jhin,Brand
NA1_4237206449,0,2,1,0,769,-591,541,851,279,1334,100,Graves,MasterYi,Katarina,Jhin,Blitzcrank,Teemo,Udyr,Morgana,Jinx,Alistar
NA1_4248283828,1,1,0,0,478,-91,325,488,-790,1927,100,Shen,JarvanIV,Vex,Lucian,Xerath,Sett,Kayn,Sylas,Kaisa,Taliyah
NA1_4244751445,1,1,1,0,599,-1038,-1398,-632,271,2191,100,Darius,Vi,Akali,MissFortune,Senna,Mordekaiser,JarvanIV,Lissandra,Jinx,Morgana
NA1_4254193442,0,2,0,1,69,-1272,-457,-908,659,1641,200,Darius,Kindred,Veigar,Ziggs,Senna,Sion,Vi,Corki,Samira,Leona
NA1_4258201111,0,2,0,1,2462,-1276,-1577,-2169,-1376,1347,200,Aatrox,Warwick,Sylas,Ziggs,Nautilus,Fiora,Trundle,Cassiopeia,Jinx,MissFortune
NA1_4251401233,1,1,1,0,-1991,43,-889,259,-821,1759,200,Kayle,Shaco,Veigar,Jhin,Janna,Gnar,Sion,Galio,Ezreal,Brand
NA1_4244037778,1,1,0,1,-3751,-1650,1028,342,11,2122,200,Irelia,Morgana,Fizz,Lucian,Renata,Tryndamere,Khazix,Yone,Aphelios,Lux
NA1_4254590130,1,0,0,1,1335,1860,605,2379,950,1465,100,Neeko,XinZhao,Pyke,Samira,Alistar,Illaoi,Graves,Corki,Ezreal,Soraka
NA1_4235040390,1,0,0,1,1206,-337,-403,157,678,1698,100,TahmKench,Hecarim,Viktor,Xayah,Blitzcrank,Mordekaiser,Sejuani,Talon,Jinx,Zilean
NA1_4241091383,0,2,0,1,-1773,-2809,282,-252,-965,954,200,Graves,Skarner,Singed,Fizz,Braum,Riven,Elise,Ekko,Jinx,Senna
NA1_4257383924,0,1,0,1,-1575,1094,-3469,-1974,-526,1401,200,Fiora,Jax,Ahri,MissFortune,Zilean,Sett,MasterYi,Lux,Samira,Sylas
NA1_4244883178,1,1,1,0,1447,-1206,12,-372,-750,1518,200,Camille,Nunu,Katarina,Ashe,Janna,Trundle,MasterYi,Anivia,Ezreal,Nautilus
NA1_4259787848,0,1,1,0,2426,-2618,2653,-2391,-1335,1966,200,Sett,Viego,Ahri,Samira,Nautilus,Kayle,Garen,Sion,Sivir,Xerath
NA1_4244522018,0,2,0,1,2428,517,321,2812,408,1454,100,Gwen,JarvanIV,Zilean,Draven,Thresh,Jayce,Khazix,Brand,Vayne,Morgana
NA1_4253096372,2,0,1,0,816,2075,2582,303,-198,1269,100,Malphite,Hecarim,Yasuo,Sivir,Renata,Aatrox,TwistedFate,Gragas,Ezreal,DrMundo
NA1_4256297205,2,0,1,0,2982,357,2505,3187,141,1528,100,Graves,Warwick,Fizz,Caitlyn,Nautilus,Kayle,Viego,Veigar,Jhin,Karthus
NA1_4252505317,1,0,0,0,-1540,-85,32,2290,-223,1372,100,Malphite,Kindred,Ekko,Samira,Nautilus,Nasus,Kayn,Talon,Lucian,Karma
NA1_4256877049,1,0,0,0,1039,-1813,464,-2652,124,1378,200,Jayce,Poppy,Zed,Jhin,Janna,Twitch,Kayn,Katarina,MissFortune,Seraphine
NA1_4244281451,0,2,1,0,-573,-534,534,456,283,1742,200,Urgot,Morgana,Sylas,Tristana,Nautilus,Heimerdinger,Volibear,Viego,Ashe,Lux
NA1_4255658561,1,0,0,1,943,-308,-445,118,-353,1479,100,Nasus,Graves,Neeko,Xayah,Rakan,Shen,Rengar,Corki,Caitlyn,Leona
NA1_4238974458,0,2,0,1,-2579,-2817,-2355,-1395,-762,1261,200,Urgot,Sejuani,Nasus,Twitch,Nami,Mordekaiser,Graves,Ahri,Jhin,Blitzcrank
NA1_4246660835,2,0,0,1,-669,1464,294,-813,1114,1810,100,Vayne,Trundle,Zed,Ashe,Pyke,MonkeyKing,Warwick,Malphite,Lucian,Yuumi
NA1_4252670578,1,0,0,1,-198,799,213,-1269,572,1490,100,Garen,Hecarim,Swain,Jinx,Yuumi,Illaoi,Trundle,Qiyana,Samira,Soraka
NA1_4247134192,2,0,1,0,1145,2520,-21,269,2269,1500,100,Kennen,Warwick,Xerath,Tristana,Anivia,Vayne,JarvanIV,Syndra,Caitlyn,Soraka
NA1_4245075800,0,1,1,0,1252,-934,-301,-1394,-2431,1481,200,Jayce,Diana,Yasuo,Cassiopeia,Malphite,Gangplank,Khazix,Lux,Zeri,Morgana
NA1_4253548234,0,2,0,1,650,-1238,-294,1018,1107,1944,200,Aatrox,Jax,Leblanc,Vayne,Thresh,Quinn,Viego,Viktor,Zeri,Seraphine
NA1_4257255402,1,0,0,1,41,1178,1586,1049,-905,1563,100,Darius,Nocturne,Ekko,Aphelios,Nami,Aatrox,MasterYi,Zoe,Pyke,Veigar
NA1_4241842231,0,1,0,0,-884,-3573,400,1578,-277,1729,100,Volibear,Viego,Morgana,Xayah,Seraphine,Yone,Udyr,Akali,MissFortune,Senna
NA1_4256612788,1,0,1,0,-416,95,1185,-2851,-1476,1813,200,Sylas,Mordekaiser,MissFortune,Zeri,Janna,Camille,Hecarim,Ryze,Caitlyn,Blitzcrank
NA1_4246935952,1,1,0,1,372,-654,94,1991,2691,1519,100,Yasuo,Evelynn,Ryze,Jinx,Nami,Kayle,XinZhao,Kaisa,Jhin,Soraka
NA1_4253713107,1,0,0,1,-2328,-1540,156,-2664,-774,1210,200,Malphite,LeeSin,Kayle,Kaisa,Morgana,Pantheon,MasterYi,Veigar,Lucian,Taric
NA1_4238563363,2,0,1,0,282,-123,1413,-867,983,1983,200,Sion,LeeSin,Katarina,Jhin,Karma,Riven,JarvanIV,Akali,Twitch,Xerath
NA1_4245199972,1,0,0,1,-165,-568,-864,-422,257,1602,100,Jayce,Nocturne,Darius,Ashe,Renata,Quinn,Warwick,Vladimir,Vayne,Lulu
NA1_4250562694,0,2,0,1,-1103,-1173,-63,-1681,-376,1527,200,Gangplank,Shyvana,Lux,Kaisa,Senna,Sett,Trundle,Annie,Draven,Vex
NA1_4257019297,1,0,0,1,-449,-91,1823,2781,538,1468,100,Riven,Lillia,Yone,KogMaw,Seraphine,Sett,Hecarim,Vex,Twitch,Zilean
NA1_4251181506,2,0,1,0,-320,-1158,-1171,2547,1979,1642,100,Tryndamere,Volibear,Ahri,Kaisa,Karma,Heimerdinger,Nocturne,Viktor,Ezreal,Bard
NA1_4258273613,1,1,1,0,2621,34,-215,-1062,-504,1793,100,Vladimir,Khazix,Zed,Aphelios,Yuumi,Gragas,Graves,Talon,Zeri,Sona
NA1_4255071546,1,0,1,0,-71,535,2512,339,-159,1577,100,Shen,Volibear,Vex,Ezreal,Pyke,Camille,Talon,Kaisa,Ashe,Janna
NA1_4253962744,1,0,0,0,2529,-1018,-1803,-1712,224,1908,100,Sion,Shyvana,Lucian,Jinx,Alistar,Quinn,Graves,Zoe,Kaisa,Zilean
NA1_4258504974,1,0,1,0,298,1635,2096,643,1141,2084,200,Teemo,Hecarim,Ahri,Jinx,Sona,TahmKench,Kayn,Corki,Vayne,Soraka
NA1_4259850276,1,0,1,0,277,504,1157,1351,931,1148,100,Shen,Rengar,Sylas,MissFortune,Zyra,Vayne,Nunu,Ahri,Ashe,Morgana
NA1_4258650762,0,1,0,1,719,585,-106,-652,-382,2546,100,Ornn,Graves,Orianna,Ezreal,Blitzcrank,Teemo,MasterYi,Veigar,MissFortune,Thresh
NA1_4259381282,2,0,0,0,-1053,1237,4062,1198,820,1541,100,Malphite,Zac,Cassiopeia,Ezreal,Seraphine,Nasus,Graves,Syndra,Vayne,Nami
NA1_4235744317,0,1,0,0,-1357,-510,2472,-2335,-745,1904,200,Sion,Shaco,Viktor,Ashe,Bard,Vladimir,Rengar,Veigar,MissFortune,Nautilus
NA1_4257875961,0,0,0,1,2559,720,-1973,-1451,-418,1974,100,Akali,Kayn,Azir,Twitch,Lulu,Yone,Talon,Zed,Ezreal,Xerath
NA1_4255449165,0,2,0,1,-602,144,779,520,969,1756,100,Trundle,MasterYi,Kaisa,Veigar,Senna,Mordekaiser,Teemo,Vex,Lucian,Thresh
NA1_4244125618,2,0,1,0,316,1232,1220,551,939,1690,100,Ornn,RekSai,Katarina,Jhin,Thresh,Illaoi,LeeSin,Lux,Jinx,Braum
NA1_4237317408,0,0,1,0,709,336,1904,-20,527,1505,100,Camille,Poppy,Yone,Ezreal,Taliyah,Aatrox,Rammus,Yasuo,Caitlyn,Lux
NA1_4252974188,2,0,1,0,3747,2157,876,907,1383,1222,100,Tryndamere,Diana,Yasuo,Draven,Zyra,Renekton,JarvanIV,Viktor,MissFortune,Sona
NA1_4239685602,0,1,0,1,-2381,874,2846,-387,-134,2406,100,Malphite,Ekko,Pyke,Caitlyn,Nautilus,Nocturne,Mordekaiser,Ahri,Jinx,Lulu
NA1_4248235241,1,0,0,0,-375,-1240,1189,-2162,-650,1799,200,Graves,Diana,Pantheon,Jinx,Renata,Yone,Soraka,Nautilus,MissFortune,Zac
NA1_4238674961,1,0,1,0,3672,267,677,1143,875,1677,100,Tryndamere,Malphite,Yasuo,Varus,Blitzcrank,Illaoi,Khazix,Malzahar,Kaisa,Senna
NA1_4254347873,1,0,1,0,-1699,-453,-285,1993,1654,1962,100,Corki,Kindred,Qiyana,Caitlyn,Brand,Mordekaiser,Graves,Zoe,Kaisa,Rakan
NA1_4242059091,1,0,0,1,-3083,278,1726,1372,748,1737,100,Mordekaiser,LeeSin,Yasuo,Caitlyn,Thresh,Kled,Volibear,Kayle,Soraka,Vayne
NA1_4236956876,0,1,1,0,1975,212,3799,2971,282,1220,100,Sett,Evelynn,Jayce,Jhin,Velkoz,XinZhao,Shyvana,Leblanc,Ezreal,Blitzcrank
NA1_4247053617,1,0,0,1,-531,280,-3590,-1317,-1045,1744,200,Aatrox,Viego,Sylas,Ezreal,Pyke,Sett,Shaco,Lux,Tristana,Zyra
NA1_4248856236,0,1,1,0,-2856,-663,2134,89,2141,1985,100,Riven,Udyr,Veigar,Caitlyn,Karma,Renekton,Graves,Viktor,Tristana,Pyke
NA1_4251749581,2,0,1,0,1473,2344,-454,296,2116,1668,100,Teemo,Warwick,Lux,Vayne,Pyke,Darius,Amumu,Ryze,MissFortune,Zilean
NA1_4258486602,1,0,1,0,1396,-1088,1208,1683,13,1273,100,Tryndamere,Khazix,Neeko,Lucian,Yuumi,Jax,RekSai,Vladimir,Jinx,Braum
NA1_4255213133,0,2,1,0,313,-1370,-863,-479,1069,1926,200,Nasus,Vi,Tryndamere,Tristana,Zyra,Azir,Volibear,Yasuo,Samira,Leona
NA1_4248705936,0,2,1,0,-253,-542,-1830,-393,-623,1565,200,Sion,Skarner,Fizz,Tristana,Yuumi,Chogath,Graves,Veigar,Vayne,Senna
NA1_4253755817,1,0,1,0,3515,-220,571,-94,-77,1737,100,Kalista,MonkeyKing,Akali,Ezreal,Zyra,Aatrox,Trundle,Xerath,Zeri,Seraphine
NA1_4259158223,0,2,0,1,-4721,-1310,-5737,119,-2345,1184,200,Shen,Hecarim,Akali,MissFortune,Nami,Chogath,Nocturne,Pyke,Ezreal,Senna
NA1_4253267812,0,2,0,1,-1593,-2193,214,1508,225,1973,200,Tryndamere,Kayn,Zed,Kalista,Zoe,Volibear,Kindred,Yasuo,Zeri,Nami
NA1_4257777029,0,1,1,0,-79,-251,425,-1831,542,1492,200,Yorick,Ekko,Gangplank,Samira,Pyke,Kayle,RekSai,Akali,Caitlyn,Senna
NA1_4249983836,0,2,1,0,290,1929,345,683,80,2635,100,Yone,Nocturne,Diana,Jhin,Karma,Quinn,Shyvana,Ahri,Ezreal,Senna
NA1_4242524208,1,1,0,1,-3951,914,-148,452,-59,1333,200,Renekton,Kayn,Taliyah,Samira,Soraka,Camille,MasterYi,Gwen,Ashe,Alistar
NA1_4248796247,0,2,0,0,-1019,-1842,-180,-3398,-393,944,200,Malphite,XinZhao,Akshan,Vayne,Xerath,Gwen,Khazix,Viktor,Caitlyn,Nautilus
NA1_4241646665,0,1,1,0,50,-1629,-1076,499,619,2058,200,Yone,Vi,Syndra,MissFortune,Brand,Sett,Kayn,Qiyana,Kaisa,Lux
NA1_4254715187,1,0,0,1,1817,-573,792,-100,98,1687,100,Gangplank,MasterYi,Heimerdinger,MissFortune,Swain,MonkeyKing,LeeSin,Katarina,Caitlyn,Zyra
NA1_4238493437,1,0,0,0,-2032,415,-539,3568,934,1955,100,Malphite,Kayn,Yasuo,Jhin,Morgana,Garen,Amumu,Akali,Quinn,Xerath
NA1_4258441721,0,2,1,0,-1922,1732,796,-1341,-12,1775,200,Akali,LeeSin,Yone,Ziggs,Pyke,Gnar,Viego,Kayle,Samira,Renata
NA1_4259990478,0,1,0,1,-3049,-2312,-578,144,-2025,1434,200,Sylas,Urgot,Corki,Jhin,Blitzcrank,Riven,Nocturne,Velkoz,Samira,Nautilus
NA1_4258611243,0,2,1,0,1816,-1846,-2142,-2678,661,1552,200,Aatrox,Khazix,Tristana,Jinx,Brand,Ornn,Diana,Zed,Kaisa,Renata
NA1_4249562415,0,1,0,1,-373,-2122,-149,274,636,2327,200,DrMundo,Kindred,Kayle,Kalista,Trundle,Cassiopeia,Khazix,Zed,Veigar,Galio
NA1_4258083520,1,0,0,1,-4471,1761,897,-165,857,1487,200,Garen,Hecarim,Viktor,Vayne,Lux,Volibear,Warwick,Karthus,Lucian,Soraka
NA1_4244186021,1,0,0,0,665,1567,623,-1561,-954,1811,200,Jax,Kayn,Malzahar,Jhin,Senna,Graves,Hecarim,Azir,Caitlyn,Xerath
NA1_4253358217,1,0,1,0,77,1098,-928,1205,1603,1689,100,Vayne,Trundle,Diana,MissFortune,Lux,Quinn,Rammus,Ahri,Jhin,Xerath
NA1_4251017514,1,0,0,1,-792,-1041,-1039,-2179,227,1183,200,MonkeyKing,Zac,Qiyana,Chogath,Pantheon,Malphite,LeeSin,Veigar,Twitch,Lulu
NA1_4244987012,1,1,0,1,-183,-261,-565,1688,90,1824,100,Darius,LeeSin,Sylas,Vayne,Janna,Sett,Trundle,KogMaw,MissFortune,Zilean
NA1_4251496563,0,2,0,1,1006,-929,47,399,-773,2041,200,Singed,Vi,Lux,Tristana,Alistar,Ornn,Diana,Ziggs,Ezreal,Braum
NA1_4236184241,0,2,0,1,-3635,-2410,2031,-851,605,2028,200,Sett,XinZhao,Zed,Senna,Morgana,Volibear,Viego,Leblanc,Zeri,Soraka
NA1_4237221538,0,1,0,0,-37,-263,-126,-926,-823,2823,100,Teemo,Rammus,Viktor,Jinx,Soraka,Fiora,Hecarim,Fizz,MissFortune,Blitzcrank
NA1_4243382446,1,0,0,1,-2802,-1615,206,1737,-137,1509,200,Shen,MasterYi,Akshan,Tristana,Nautilus,Renekton,Viego,Nasus,Vayne,Seraphine
NA1_4249182479,0,1,0,0,-785,220,-1031,-4325,-591,1736,200,Garen,Graves,Annie,Vayne,Pyke,Darius,Zac,Malzahar,Sivir,Blitzcrank
NA1_4252702816,0,2,0,0,-1930,-1970,-1428,348,-285,1559,200,Malphite,Warwick,Leblanc,Jhin,Senna,Aatrox,Vi,Diana,Caitlyn,Lux
NA1_4260363496,1,0,0,0,-315,245,885,1867,764,2119,100,DrMundo,Khazix,Ziggs,Samira,Leona,Nasus,Amumu,Xerath,Jhin,Karma
NA1_4245060078,0,1,0,0,-1483,708,-2727,149,-547,1379,200,Yone,Rengar,Galio,Twitch,Nautilus,Riven,Amumu,Kayle,Jhin,Zyra
NA1_4245730007,0,2,0,1,1891,-1957,-1854,62,664,1483,200,Aatrox,Rammus,Malzahar,Ezreal,Blitzcrank,Akali,MasterYi,Syndra,Jinx,Alistar
NA1_4253714489,1,1,0,1,2735,560,-3518,278,-403,2295,200,Garen,Graves,Malphite,Ezreal,Lux,Fiora,Evelynn,Cassiopeia,Jhin,Renata
NA1_4244910354,1,0,0,1,1940,-1329,210,1948,467,1708,100,Akshan,Elise,Viktor,Vayne,Blitzcrank,Gangplank,Graves,Syndra,Draven,Senna
