matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,gameLength,winningTeam,team1Top,team1Jg,team1Mid,team1Adc,team1Supp,team2Top,team2Jg,team2Mid,team2Adc,team2Supp
NA1_4247240738,1,1,0,0,1192,75,1097,-173,783,0,0,0,0,0,0,1728,200,Aatrox,Lillia,Lux,Tristana,Shen,Yorick,Kayn,Annie,Vayne,Karma
NA1_4244980095,0,1,1,0,356,123,3796,-34,-161,0,0,0,0,2,1,2316,100,TahmKench,Ekko,Lux,Aphelios,Zilean,Illaoi,Shyvana,KogMaw,Jinx,Sona
NA1_4239230152,1,0,1,0,2505,2378,1573,1203,1015,0,0,0,1,1,0,2077,100,Warwick,Sett,Kaisa,Lucian,Karma,Urgot,Hecarim,Lissandra,Jinx,Blitzcrank
NA1_4256410870,0,2,0,1,1706,-508,-3032,-1652,-451,0,1,0,0,0,0,1980,100,Camille,Diana,Rumble,Caitlyn,Janna,Riven,Rengar,Veigar,Ashe,Senna
NA1_4240263265,2,0,1,0,977,876,772,1228,-75,0,0,0,1,0,0,2056,100,Jax,Rammus,Ahri,Aphelios,Karma,Malphite,Shyvana,Ekko,Twitch,Soraka
NA1_4256740955,0,2,0,1,-913,-1392,1212,-1715,397,0,0,0,0,0,0,1392,100,Illaoi,Shaco,Vex,Vayne,Lux,Darius,Udyr,Lissandra,Jinx,Nami
NA1_4248112918,2,0,1,0,-3049,-734,1888,3108,1549,1,0,0,0,0,1,2120,100,Darius,Warwick,Kaisa,Ezreal,Pyke,Gnar,Volibear,Akali,Samira,Yuumi
NA1_4252315543,0,1,1,0,2762,-1858,-1616,231,-507,0,0,0,1,0,0,1755,200,Mordekaiser,Vi,Akali,MissFortune,Thresh,Nasus,FiddleSticks,Corki,Ezreal,Sona
NA1_4248996903,2,0,1,0,2036,346,166,1776,1103,0,0,0,1,0,0,1700,100,Darius,Graves,Ahri,Kaisa,Galio,Garen,RekSai,Syndra,Zeri,Nami
NA1_4248748344,1,1,0,1,-1031,145,-214,1014,-412,0,0,0,0,0,0,2190,100,Jayce,Viego,Fizz,Jhin,Seraphine,Gangplank,Warwick,Malzahar,KogMaw,Rakan
NA1_4250999700,0,1,0,0,-403,73,-736,-989,-717,0,0,0,0,0,0,1353,100,Garen,LeeSin,Heimerdinger,Ezreal,Senna,Volibear,Diana,Qiyana,MissFortune,Renata
NA1_4253518569,1,1,1,0,164,2850,-296,-1810,-345,0,0,0,1,0,0,1899,200,Vladimir,Olaf,Leblanc,Vayne,Rakan,Lucian,Khazix,Vex,Senna,TahmKench
NA1_4256913744,0,1,0,0,-1122,-172,365,-1601,-1579,0,0,0,0,0,0,1537,100,Camille,Sylas,Hecarim,MissFortune,Janna,Teemo,Skarner,Graves,Samira,Soraka
NA1_4260329548,1,0,0,1,-138,-2035,626,-1972,-1949,1,0,1,0,0,0,2101,100,MonkeyKing,Graves,Garen,Jhin,Pyke,Akali,Karthus,Irelia,Quinn,Brand
NA1_4247278110,0,2,1,0,-611,575,-1116,-1797,-1374,0,0,1,0,0,0,1552,200,Viego,Rammus,Orianna,Lucian,Nami,Gragas,Nocturne,Talon,Ezreal,Renata
NA1_4253746461,2,0,0,0,-1219,1669,147,827,-1546,0,0,0,0,0,0,1466,100,Jayce,Nocturne,Veigar,Zeri,Nautilus,Shyvana,Irelia,Malzahar,Lucian,Yuumi
NA1_4241789106,0,2,1,0,1477,457,-519,-1670,-141,0,0,0,1,0,0,1529,100,Fiora,Vi,Leblanc,Ezreal,Thresh,Mordekaiser,Udyr,Yone,Jhin,Zilean
NA1_4236712873,1,0,1,0,298,-205,-420,-1601,-1112,0,0,1,0,0,0,1327,100,Riven,Nunu,Sion,Xayah,Sona,Zeri,MonkeyKing,Vex,Vayne,Morgana
NA1_4239880723,2,0,1,0,-2317,3093,-441,784,1224,1,0,0,0,0,2,1711,200,Riven,Khazix,Lissandra,Jhin,Leona,Garen,Ekko,Vex,Twitch,Rell
NA1_4243786859,0,1,0,1,227,170,-1241,1096,239,0,0,0,0,0,0,1596,100,Yasuo,Zac,Malzahar,Draven,Swain,Malphite,Kayn,Vex,Samira,Pantheon
NA1_4249866924,1,0,1,0,-539,-21,-180,-1165,239,0,0,1,1,0,0,1935,100,Kled,RekSai,Malzahar,Vayne,Sona,Zac,Ekko,Orianna,Ezreal,Yuumi
NA1_4247471787,0,2,1,0,-664,430,-582,-2083,-1534,0,0,1,0,1,0,1952,100,Vayne,Hecarim,Kaisa,Xerath,Zilean,Akshan,Rammus,Leblanc,Lucian,Nami
NA1_4253839874,1,1,0,0,-89,-484,-172,-639,525,0,0,0,0,0,0,2434,200,Olaf,LeeSin,Viktor,Tristana,Rell,Volibear,Nocturne,Morgana,Vayne,Yuumi
NA1_4243170246,0,2,0,1,-3308,483,-952,-1873,-1280,1,0,1,0,0,0,1933,200,Camille,XinZhao,Diana,Twitch,Renata,MonkeyKing,Graves,Ahri,Ashe,Swain
NA1_4242145409,1,1,0,0,-2419,-1444,-436,-318,1086,1,0,0,0,0,0,198,200,Jax,Amumu,Brand,Nautilus,Pantheon,JarvanIV,Anivia,Tristana,Yuumi,
NA1_4239859557,1,0,1,0,-426,-143,327,-73,-50,0,0,0,0,0,0,2288,100,Mordekaiser,XinZhao,Neeko,Jhin,Bard,Darius,Jax,Lissandra,Caitlyn,Malphite
NA1_4240414661,1,1,1,0,5514,-383,-2774,-778,818,0,0,0,1,0,0,1752,200,Graves,RekSai,Ahri,Jhin,Thresh,Aatrox,Hecarim,Akali,Ezreal,Janna
NA1_4253897600,2,0,1,0,-362,1418,-617,-927,983,0,0,0,0,1,0,1837,100,Urgot,Vi,Malzahar,Zeri,Soraka,Kayle,MasterYi,Yasuo,Veigar,Renata
NA1_4242798425,0,2,0,1,-3679,-114,1358,1110,244,2,0,0,0,0,0,1263,200,Renekton,Viego,Kindred,Vayne,Zyra,Quinn,Hecarim,Qiyana,Jhin,Lux
NA1_4237052428,0,1,1,0,3185,1017,1531,-121,1519,0,0,0,1,1,0,1273,200,Kayle,Nocturne,Lux,Jhin,Vex,Tryndamere,Trundle,Samira,Jinx,Anivia
NA1_4240602171,2,0,1,0,281,-94,356,-260,146,0,0,0,0,0,0,1660,100,Garen,MasterYi,Fizz,Jhin,Lux,Jax,LeeSin,Viego,MissFortune,Xerath
NA1_4257387677,1,0,1,0,780,-1018,1720,72,835,0,0,0,0,1,0,2653,100,Tryndamere,Khazix,Corki,Xayah,Nami,Fiora,Mordekaiser,Malzahar,Jhin,Blitzcrank
NA1_4247305247,1,0,0,0,-387,714,3498,1856,1389,0,0,0,0,0,1,2580,200,Garen,Nunu,TwistedFate,Draven,Nidalee,Aatrox,Diana,Yone,Twitch,Yuumi
NA1_4237813485,2,0,1,0,847,1848,173,1584,-845,0,0,0,1,0,0,1948,100,Ornn,Diana,Kayn,Zeri,Janna,Graves,Warwick,Akshan,Twitch,Karma
NA1_4242161053,2,0,1,0,-193,1056,3514,-495,455,0,0,0,0,1,0,2502,200,Chogath,Graves,Ahri,Caitlyn,Xerath,Gwen,Ekko,Brand,Vayne,Rakan
NA1_4242272030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063,100,Urgot,Diana,Katarina,Brand,Shaco,Akshan,Khazix,Vladimir,Caitlyn,Ashe
NA1_4258980148,1,1,1,0,231,345,481,393,-927,0,0,0,0,0,0,1504,200,Aatrox,Rengar,Ahri,Kaisa,Karma,Yorick,Zac,Yone,Jhin,Renata
NA1_4240426905,1,0,1,0,0,0,0,0,0,1,0,0,0,6,0,1638,100,Urgot,Vi,Talon,Draven,Taric,Viego,FiddleSticks,Kassadin,Jinx,Senna
NA1_4248740720,0,1,1,0,653,-2181,-1531,-3311,-3861,1,1,1,1,0,0,1095,200,Camille,MasterYi,Irelia,Samira,Brand,Jayce,LeeSin,Corki,Zeri,Soraka
NA1_4243696111,0,0,0,1,-983,-462,1620,641,1060,1,0,0,0,0,1,1811,200,Chogath,Vi,Akali,Caitlyn,Bard,Sett,Sion,Vex,Vayne,Leona
NA1_4250129121,2,0,0,1,615,792,1890,516,793,0,0,0,0,1,0,1842,100,Nasus,Sejuani,Irelia,Zeri,Xerath,Kayle,Poppy,Zed,Tristana,Nami
NA1_4241706754,0,0,0,0,-1318,-663,1715,-2393,542,0,0,0,0,0,0,2012,200,Aatrox,Nocturne,Yone,Kaisa,Morgana,Malphite,Ekko,Yasuo,KogMaw,Nautilus
NA1_4250174173,0,2,0,1,-1231,-87,613,-2193,-1785,1,0,1,0,0,0,1400,100,Quinn,Diana,Zed,Samira,Blitzcrank,Shen,Zac,Ekko,Kindred,Alistar
NA1_4258906811,0,0,0,1,-4019,447,3055,1629,237,1,0,0,0,0,0,1810,200,Teemo,Sett,Yasuo,MissFortune,Blitzcrank,Nasus,Rengar,Brand,Vayne,Lulu
NA1_4244519795,2,0,1,0,953,681,-1016,2931,2636,0,0,0,1,0,1,1919,100,Tryndamere,Taliyah,Yasuo,Ezreal,Poppy,Shen,MasterYi,Viktor,Tristana,Pyke
NA1_4238945587,1,1,0,1,2325,-1474,-399,-2055,-3194,0,1,0,1,0,0,1686,100,Sett,Graves,Kaisa,Twitch,Velkoz,Fiora,Vi,Veigar,Jhin,Xerath
NA1_4246580126,1,1,1,0,2958,1021,-1268,3076,2567,0,0,0,1,1,1,2127,200,Cassiopeia,Lillia,Graves,Ezreal,Karma,Jax,Amumu,Ahri,Tristana,Yuumi
NA1_4255050620,2,0,1,0,1365,1504,368,2030,607,0,0,0,0,0,2,1774,200,Irelia,Viego,Zoe,Draven,Soraka,Vex,Diana,Garen,Caitlyn,Swain
NA1_4258078296,1,1,1,0,-1018,3444,-98,-1699,-844,1,0,0,0,1,0,1763,100,Irelia,Sejuani,Ekko,Kaisa,Zyra,Nasus,Nocturne,Veigar,Ezreal,Yuumi
NA1_4255589509,0,2,0,0,1381,1969,-842,-1330,-1364,0,0,0,0,0,0,1908,100,Riven,MasterYi,Akali,Caitlyn,Lux,DrMundo,Zac,Anivia,Twitch,Pyke
NA1_4238369971,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1661,200,Garen,Hecarim,Zed,Zeri,Swain,Kayle,Kindred,Caitlyn,Kaisa,Leona
NA1_4254308265,0,1,1,0,-35,-2512,974,-1303,-248,0,0,1,0,1,0,1967,200,Ryze,Shyvana,Gangplank,Twitch,Shen,Aatrox,Warwick,Karthus,Annie,Pyke
NA1_4255797464,2,0,0,1,-2352,1996,737,4936,1111,1,0,0,0,0,1,1919,200,Gangplank,Mordekaiser,Yasuo,Zilean,Ashe,Vayne,MasterYi,Lux,Caitlyn,Nami
NA1_4254961193,1,0,0,1,470,383,-806,912,1229,0,0,0,0,0,0,2161,100,Shen,FiddleSticks,Katarina,Zeri,Brand,Sett,Zac,Yasuo,Samira,Lux
NA1_4235948611,0,2,0,1,0,0,0,0,0,4,2,1,0,0,0,1822,200,Malphite,Khazix,Veigar,Ashe,Brand,Garen,Lillia,Xerath,Caitlyn,Karma
NA1_4243915864,1,1,0,1,-544,460,1005,2009,2231,1,0,0,0,0,0,1314,100,Aatrox,Gwen,Katarina,Draven,Morgana,Karthus,LeeSin,Vex,Aphelios,Ashe
NA1_4248609114,1,1,1,0,1321,-790,-942,-20,1174,0,0,0,1,0,0,1623,200,Sion,Khazix,Nunu,MissFortune,Blitzcrank,Garen,LeeSin,Katarina,Zeri,Xerath
NA1_4248973105,1,0,0,1,-182,-2992,-708,-2788,-1669,0,0,1,0,0,0,1511,100,Sett,Udyr,Morgana,Xayah,Renata,Malphite,Khazix,Yasuo,Veigar,Lux
NA1_4247777007,1,1,0,1,161,-1292,-275,-275,-110,0,0,0,0,0,0,1364,200,Akali,Hecarim,Kled,Vayne,Xerath,Aatrox,Viego,Irelia,Jinx,Sona
NA1_4250807640,1,0,0,1,-2410,-2384,1140,-990,-274,1,0,0,0,0,0,1745,200,Jax,Graves,Viktor,Caitlyn,TahmKench,Shen,Warwick,Malzahar,Twitch,Senna
NA1_4248148138,1,1,1,0,2498,-1341,-1739,-697,-1241,0,0,0,1,0,0,1785,100,Sion,Kayn,Irelia,Swain,Pyke,Nasus,MasterYi,Kaisa,Jinx,Zilean
NA1_4256526427,1,0,0,0,1537,-525,349,345,587,0,0,0,0,0,0,1728,200,Sion,FiddleSticks,Veigar,Tristana,Soraka,Singed,Hecarim,Kaisa,Samira,Morgana
NA1_4257987369,2,0,0,1,506,-976,991,224,201,0,0,0,0,0,0,1808,100,Yasuo,Kayn,Malzahar,MissFortune,Nautilus,Darius,Amumu,Fizz,Jhin,Lux
NA1_4234818499,0,1,0,1,-1931,72,-1763,540,-259,0,0,0,0,0,0,1389,100,Aatrox,Talon,Sylas,Jhin,Leona,Akali,Zed,Zeri,Samira,Soraka
NA1_4247997941,1,0,0,1,-222,203,304,1730,1510,0,0,0,0,0,0,1952,100,Urgot,Shaco,Azir,Caitlyn,Lux,Jayce,XinZhao,Ekko,Samira,Twitch
NA1_4244132447,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,927,200,TahmKench,Diana,Qiyana,MissFortune,Velkoz,Irelia,Khazix,Ahri,Sivir,Pyke
NA1_4249739950,2,0,1,0,1501,560,-918,-715,-237,0,0,0,1,0,0,1362,200,Volibear,Nunu,Velkoz,Zeri,Morgana,Darius,Diana,Qiyana,Vayne,Blitzcrank
NA1_4253026943,1,0,0,1,-2224,-532,829,920,1228,1,0,0,0,0,0,1816,100,Kayle,Zac,Qiyana,Jinx,Thresh,Karma,Lillia,Galio,Draven,Rakan
NA1_4250452291,1,0,0,0,1037,-391,2089,-972,46,0,0,0,0,1,0,2092,200,Sett,Kayn,Lux,Vayne,Seraphine,Fizz,Zac,Zed,Samira,Renata
NA1_4245431974,1,0,0,1,-2304,-1986,1378,2646,2099,2,0,0,0,0,1,1940,200,Camille,Shaco,Pyke,Vayne,Lulu,Aatrox,Kayn,Lucian,Ashe,Lux
NA1_4245158353,0,1,0,1,-931,-1113,-1558,-1849,193,1,2,0,0,0,0,197,100,Darius,MasterYi,Annie,Draven,Senna,Aatrox,Lillia,Jhin,Renata,
NA1_4250764283,0,2,1,0,641,-93,-31,3782,1599,0,0,0,1,0,1,1642,100,Lillia,DrMundo,Yone,Caitlyn,Senna,Mordekaiser,Vi,Ahri,Jhin,Pyke
NA1_4254302812,1,1,0,1,-1330,-633,1050,1832,1116,0,1,0,0,0,1,1479,100,Mordekaiser,Zac,Jayce,Draven,Lulu,Tryndamere,Kayn,Diana,Ashe,Blitzcrank
NA1_4249895774,1,1,1,0,-622,-706,-538,-2131,-904,0,0,1,0,0,0,2155,200,Chogath,Volibear,Veigar,Vayne,Nami,Ryze,Khazix,Qiyana,Lucian,Thresh
NA1_4236830239,1,1,0,1,2394,285,-1462,979,-583,0,1,0,1,0,0,2191,100,Shen,MasterYi,Akali,Vayne,Renata,Yasuo,Diana,Ornn,Ashe,Zyra
NA1_4239076708,2,0,1,0,940,-533,1456,1882,1379,0,0,0,1,0,0,1576,100,Garen,Warwick,Viktor,Jhin,Taric,Nasus,Nocturne,Teemo,Vayne,Janna
NA1_4238225740,0,2,0,1,-656,-1049,-733,-3754,-3123,1,1,1,0,0,0,1308,200,MonkeyKing,Hecarim,Zilean,Xayah,Rakan,Shen,Graves,Ziggs,Jhin,Bard
NA1_4251516928,0,2,0,0,-1270,47,94,-1771,-890,0,0,0,0,0,0,2016,100,Shen,Diana,Viktor,Caitlyn,Leona,Sion,Kindred,Zed,Jhin,TahmKench
NA1_4251539254,1,0,0,0,-157,412,576,1078,1245,0,0,0,0,0,0,1564,100,Akali,Zac,Tristana,Jhin,Maokai,Darius,Khazix,Teemo,MissFortune,Leona
NA1_4245033360,0,1,1,0,1147,80,1035,-1137,550,0,0,0,0,0,0,1677,200,Volibear,RekSai,Veigar,Zeri,Yuumi,Lillia,Khazix,Fiora,Ashe,Mordekaiser
NA1_4243266940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2589,100,Fiora,Volibear,Ziggs,Jhin,Shen,Aatrox,Vi,Akali,Ezreal,Yuumi
NA1_4255610096,0,1,0,1,-1368,-1038,-1244,-1607,-1769,1,0,0,0,0,0,1850,100,MonkeyKing,Ekko,Malzahar,Jinx,Leona,Chogath,MasterYi,Qiyana,MissFortune,Bard
NA1_4239711927,0,2,1,0,-14,939,1030,-5026,-2134,0,0,1,0,0,0,1563,100,Fiora,Graves,Diana,Vayne,Nami,Mordekaiser,Kayn,Zed,MissFortune,Amumu
NA1_4244485976,1,1,0,1,-1864,-489,-73,2095,292,1,0,0,0,0,0,1770,200,Urgot,Shaco,Lissandra,Zeri,Lux,Garen,Udyr,Ziggs,Xayah,Renata
NA1_4247181535,2,0,0,1,232,-950,-999,2510,-128,0,1,0,0,0,0,1694,200,Gangplank,Trundle,Ahri,Kindred,Lulu,Fiora,Ekko,Leblanc,Lucian,Swain
NA1_4239919632,0,1,0,0,-2667,-2526,-66,-18,-1294,1,0,1,0,0,0,1515,100,Akali,Hecarim,Malphite,Jinx,Nautilus,Gangplank,Elise,Ahri,Ezreal,Pantheon
NA1_4257823437,0,2,0,1,-1962,-218,206,297,538,1,0,0,0,0,0,1598,100,Urgot,Elise,Ekko,Ezreal,Blitzcrank,Volibear,Nidalee,Yasuo,Jhin,Lulu
NA1_4241046715,1,1,0,0,-568,1317,1740,537,810,0,0,0,0,1,0,2591,200,Renekton,Warwick,Kaisa,Jhin,Lulu,Garen,Ekko,Anivia,Draven,Pyke
NA1_4246403266,1,1,1,0,-1227,-738,-2996,322,249,0,2,0,0,0,0,919,200,Gragas,XinZhao,Fizz,Samira,Yuumi,Poppy,JarvanIV,Orianna,Tristana,Lulu
NA1_4236313177,2,0,0,1,435,2935,449,1750,1463,1,0,0,0,0,0,2136,200,Tryndamere,Graves,Lux,MissFortune,Renata,Jayce,LeeSin,Yone,Tristana,Yuumi
NA1_4239075152,1,1,0,0,-72,-1982,1841,-1085,-263,0,0,0,0,0,0,1243,100,Vayne,Kayn,Viktor,Ashe,Pantheon,Warwick,Yasuo,Lux,Samira,Soraka
NA1_4246578630,1,0,1,0,-1601,1683,1880,1007,282,0,0,0,0,0,0,1684,100,DrMundo,Diana,Garen,Caitlyn,Pantheon,Vladimir,Sejuani,Renekton,Ezreal,Karma
NA1_4241884567,2,0,0,0,-2071,-633,3184,-2701,-1596,1,0,1,0,1,0,2093,100,Sett,Poppy,Sylas,Jinx,Pyke,Yorick,Diana,Annie,Aphelios,Yuumi
NA1_4249515987,1,0,0,1,1209,234,1959,1636,888,0,0,0,0,0,1,1664,200,Yone,Graves,Orianna,Zeri,Ornn,Illaoi,Diana,Yasuo,Kaisa,Thresh
NA1_4236711704,0,2,0,1,1444,-1557,-3500,1851,88,0,1,0,1,0,0,1166,200,Aatrox,Rengar,Veigar,KogMaw,Sylas,Gragas,Kayn,Heimerdinger,Ashe,Renata
NA1_4258084005,1,1,1,0,803,-858,-846,-4515,-205,0,0,1,1,0,0,1590,100,Sejuani,Hecarim,Zilean,Caitlyn,Senna,Jax,Skarner,Karthus,Zeri,Janna
NA1_4258583835,1,0,1,0,-217,521,65,2188,60,0,0,0,0,0,0,2091,100,Sion,Diana,TwistedFate,Zeri,Maokai,Shen,Trundle,Lux,MissFortune,Ashe
NA1_4246667450,0,1,1,0,35,2190,-1323,-432,-1451,0,0,0,0,0,0,1636,100,Vayne,Lillia,Ahri,Aphelios,Nautilus,Fiora,Diana,Shyvana,Tristana,Pyke
NA1_4236390846,0,2,0,1,-3311,-2038,-1746,-595,-268,2,2,0,0,0,0,1338,200,Jayce,Ekko,Akali,Xayah,Blitzcrank,Kayle,Elise,Sion,Lucian,Pantheon
NA1_4254962601,0,1,0,0,-15,-463,319,934,14,0,0,0,0,0,0,1839,100,Fiora,Viego,Azir,Caitlyn,TahmKench,Jayce,LeeSin,Lux,Kaisa,Nautilus
NA1_4237067813,1,0,1,0,400,846,-68,1827,391,0,0,0,0,0,1,1581,100,Yorick,Amumu,Viktor,MissFortune,Janna,Jayce,Vi,Heimerdinger,Samira,Maokai
NA1_4241522068,1,1,0,0,2434,193,2160,2,249,0,0,0,1,0,0,1882,200,Garen,Ekko,Anivia,Vayne,Senna,Shyvana,Lillia,Kindred,Kaisa,Thresh
NA1_4244214298,2,0,0,1,-62,-775,-573,-2277,836,0,0,0,0,0,0,1950,200,Chogath,Hecarim,Kaisa,MissFortune,Zyra,Nasus,JarvanIV,Viktor,Ezreal,TahmKench
NA1_4257772510,1,1,0,1,-1401,-1157,61,2887,1435,0,0,0,0,0,1,1969,200,Singed,Qiyana,Khazix,Samira,Chogath,Kayle,MasterYi,Anivia,Jinx,Yuumi
NA1_4241807526,1,1,0,1,767,-1047,506,-503,659,1,0,0,0,0,0,1728,100,Vayne,Amumu,Sylas,Ashe,Morgana,Riven,MasterYi,Annie,Jinx,Pyke
NA1_4249261994,1,0,0,1,-1375,1031,730,-1623,101,0,0,0,0,0,0,1728,200,Sion,MasterYi,Katarina,MissFortune,Blitzcrank,Irelia,Shaco,Corki,Jhin,Lux
NA1_4248598971,0,2,0,1,-438,-610,-257,-1119,-616,0,0,0,0,0,0,1358,100,Yone,Katarina,MasterYi,Jhin,Karma,Aatrox,Talon,Malphite,Ezreal,Senna
NA1_4256216702,0,2,1,0,2105,135,1816,-718,-1286,0,0,0,1,1,0,1650,200,Darius,Skarner,Veigar,Ashe,Karma,Jayce,Khazix,Tryndamere,Ziggs,Lux
NA1_4251469006,1,0,0,1,-696,-2068,-527,-344,-265,0,1,0,0,0,0,2125,100,Kled,Volibear,Renata,Jhin,Lux,Tryndamere,Trundle,Talon,Vayne,Xerath
NA1_4254552482,1,0,0,1,2394,-22,-2541,665,-1331,0,1,0,0,0,0,942,100,Garen,Sejuani,Kled,Draven,Lux,Tryndamere,Nunu,Nautilus,MissFortune,Gnar
NA1_4253666021,0,1,1,0,401,-973,1036,60,-585,0,0,0,0,0,0,2073,100,Yorick,Graves,Akali,Aphelios,Nautilus,Garen,Hecarim,Katarina,Lucian,Soraka
NA1_4245236364,0,1,1,0,163,319,3143,-473,-328,0,0,0,0,0,0,1262,200,Quinn,Diana,Yone,Swain,Pyke,Aatrox,Trundle,TwistedFate,Samira,Morgana
NA1_4253861054,0,2,0,0,1802,1151,428,-677,-984,0,0,0,0,0,0,1561,100,Garen,Hecarim,Fizz,Ezreal,Galio,Aatrox,FiddleSticks,Talon,Vayne,Nami
NA1_4249610029,0,2,1,0,79,1302,1436,223,259,0,0,0,0,1,0,2005,100,Jax,FiddleSticks,Katarina,Jinx,Janna,Darius,Viego,Orianna,Ezreal,Thresh
NA1_4258950672,2,0,0,1,405,1391,-602,-960,-207,0,1,0,0,0,0,1816,100,Urgot,LeeSin,Corki,Lucian,Senna,Vladimir,Poppy,Twitch,Jhin,TahmKench
NA1_4241557296,1,0,0,1,-2448,-637,-2402,34,-15,2,0,0,0,0,0,1506,200,Shen,Shaco,Yone,Draven,Nami,Urgot,FiddleSticks,Heimerdinger,Caitlyn,Malphite
NA1_4253342567,1,1,0,1,744,-1036,960,-1460,-1440,0,0,0,0,0,0,1977,200,Aatrox,Maokai,Viktor,Ashe,Karma,Garen,Vi,Qiyana,Samira,Nautilus
NA1_4251981685,0,2,0,1,-4121,-954,-132,-1121,-673,1,1,0,0,0,0,1575,200,Tryndamere,Shyvana,Ekko,Twitch,Janna,Sett,Shaco,Annie,Kaisa,Soraka
NA1_4246523042,1,1,0,0,178,-912,197,-1735,-183,0,0,0,0,0,0,1503,200,XinZhao,LeeSin,Veigar,Vayne,Janna,Garen,Rammus,Rumble,Sivir,Renata
NA1_4247103712,1,1,0,1,-1671,-1347,-2468,-799,-529,1,0,0,0,0,0,1969,200,Urgot,Poppy,Zed,Ezreal,Yuumi,DrMundo,LeeSin,Garen,Senna,Zilean
NA1_4238541041,1,1,0,1,-735,-178,-332,-604,-509,0,0,0,0,0,0,2157,200,Chogath,Sejuani,Xerath,Jinx,Nautilus,Fiora,Nidalee,Ahri,Lucian,Leona
NA1_4250075726,1,1,0,0,1772,2330,490,-772,-287,0,0,0,0,0,0,1724,100,Janna,DrMundo,Malzahar,Xayah,Shaco,Fiora,Sion,Vladimir,Jinx,Blitzcrank
NA1_4248941916,0,1,1,0,-3446,-162,-1378,-238,-1352,1,0,0,0,0,0,1952,100,Gangplank,Diana,Annie,Jhin,Zyra,Tryndamere,Evelynn,Zed,Jinx,Pyke
NA1_4255573585,1,1,1,0,2427,585,428,5,62,0,0,0,2,0,0,2410,200,Urgot,LeeSin,Yasuo,Kaisa,Sona,Nasus,Lillia,Xerath,Jhin,Pyke
NA1_4258642752,1,0,0,0,-1039,-689,-1354,3178,1937,0,0,0,0,0,1,2362,100,Darius,Ekko,Pyke,Lucian,Swain,Quinn,Zed,Vex,Xayah,Lux
NA1_4242402067,1,0,0,1,-1287,-242,1783,-780,117,1,0,0,0,0,0,2276,100,Ornn,Shaco,Irelia,MissFortune,Yuumi,Shen,Sion,Yasuo,Jinx,Soraka
NA1_4238942080,1,1,0,1,-79,-421,749,-203,-443,0,0,0,0,0,0,2056,100,Darius,Mordekaiser,Malzahar,Jhin,Nautilus,Malphite,Ekko,Ahri,Vayne,Trundle
NA1_4240625447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,200,Volibear,Darius,Neeko,Jinx,Thresh,Gangplank,Amumu,Ryze,Twitch,Sona
NA1_4247953746,1,0,1,0,-586,-1149,-547,1085,1691,0,0,0,0,0,0,2857,200,Shen,Poppy,Brand,Ezreal,Morgana,Sion,Karthus,Malzahar,Draven,Yuumi
NA1_4248123498,0,2,0,1,20,-1227,806,-945,53,0,0,1,0,0,0,2034,100,Gangplank,Khazix,Veigar,Jinx,Seraphine,Mordekaiser,LeeSin,Kaisa,Lucian,Thresh
NA1_4235102699,0,1,1,0,850,-175,-1722,-1307,-779,0,0,0,1,0,0,1808,100,Camille,Ekko,Azir,Vayne,Blitzcrank,Poppy,Viego,Fizz,Tristana,Rakan
NA1_4245878508,1,0,0,0,3177,1857,-278,-3333,-863,0,0,0,0,0,0,2202,200,Gnar,JarvanIV,Leblanc,Jinx,Zyra,Kayle,MasterYi,Tristana,Seraphine,Sona
NA1_4235031223,1,0,1,0,-253,535,-354,3776,2360,0,0,0,0,1,1,2203,200,Renekton,Viego,Karma,Jinx,Brand,Sion,Hecarim,Ahri,Ezreal,Renata
NA1_4254303704,0,1,0,0,-3090,1351,-409,-512,-1499,1,0,0,0,0,0,2753,100,Vladimir,MasterYi,Yasuo,Jhin,Xerath,Yorick,Nocturne,Annie,Kaisa,Velkoz
NA1_4256388480,1,0,0,1,712,-983,-56,1716,1579,0,1,0,0,0,1,1548,100,Shen,Shyvana,Zed,Kaisa,Lulu,Illaoi,Viego,Ahri,Jinx,Karma
NA1_4243477117,1,1,1,0,1603,1773,904,-648,320,0,0,0,1,0,0,2169,100,Illaoi,Kayn,Twitch,Vayne,Senna,Darius,Shaco,Diana,Kaisa,Soraka
NA1_4249633006,1,0,1,0,3609,513,932,-1392,-819,0,0,0,2,0,0,1872,100,Garen,Hecarim,Fizz,Aphelios,Nami,Nasus,Kindred,Akali,Tristana,Zilean
NA1_4260342809,1,0,1,0,968,1302,1543,2164,1433,0,0,0,0,1,0,2020,100,Camille,Kayn,Lux,Vayne,Thresh,Fiora,Zyra,Neeko,MissFortune,Brand
NA1_4242961990,1,1,1,0,-3105,73,-125,-510,-2174,1,0,0,0,0,0,1949,100,Fiora,Vi,Corki,Veigar,Taric,Singed,Nocturne,Kaisa,Brand,Ziggs
