matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,t1TopTowerTaken,t1MidTowerTaken,t1BotTowerTaken,t2TopTowerTaken,t2MidTowerTaken,t2BotTowerTaken,gameLength,winningTeam,team1Top,team1Jg,team1Mid,team1Adc,team1Supp,team2Top,team2Jg,team2Mid,team2Adc,team2Supp
NA1_4255267609,1,1,1,0,-918,501,953,-1518,-1298,1,0,1,0,1,0,1738,100,Cassiopeia,Nocturne,Akali,Zeri,Soraka,Gnar,Kayn,Aphelios,Jinx,TahmKench
NA1_4255286683,1,0,0,1,704,-884,-960,491,489,0,0,0,0,0,0,1850,200,Gnar,Khazix,Annie,Kaisa,Nautilus,Irelia,Trundle,Akali,Zeri,Leona
NA1_4246833264,2,0,1,0,-989,2862,867,-2512,-369,0,0,1,0,0,0,1872,100,Yorick,Warwick,Orianna,Lucian,Braum,Mordekaiser,Trundle,Annie,Ashe,Senna
NA1_4244374247,0,2,1,0,-2287,-145,-1909,2413,2140,1,0,0,0,0,1,2092,200,Udyr,Nocturne,Vex,MissFortune,Sona,Tryndamere,Warwick,Seraphine,Lucian,Nami
NA1_4253416478,2,0,0,1,-1516,-2416,-189,-1212,-177,1,0,0,0,0,0,1805,200,Sion,Zed,Leblanc,Jinx,Seraphine,Nasus,Olaf,Fizz,Zeri,Zyra
NA1_4240690949,0,1,1,0,-1637,-534,596,1464,695,0,0,0,0,0,0,1810,100,Trundle,Nocturne,Viego,Twitch,Anivia,Aatrox,Kindred,Akali,Jinx,Morgana
NA1_4250004392,0,2,0,1,541,-258,-618,-1118,-681,0,1,0,0,0,0,1571,100,Akali,Graves,Yone,Senna,Vayne,Riven,Volibear,Orianna,Ezreal,Lux
NA1_4241411607,0,0,0,1,-356,-1112,-512,359,48,0,0,0,0,0,0,1865,200,Garen,Shaco,Talon,Draven,Anivia,Darius,FiddleSticks,Chogath,Tristana,Nautilus
NA1_4244557844,0,2,0,1,-2651,-770,-2460,-2572,-450,1,0,0,0,0,0,953,100,Jax,JarvanIV,Annie,Sivir,Blitzcrank,Trundle,Nunu,Anivia,Samira,Karma
NA1_4250411040,1,0,0,1,2120,-540,1398,1040,58,0,0,0,1,0,0,2048,100,Garen,Rammus,Leblanc,Vayne,Nami,Kennen,Volibear,Neeko,KogMaw,Lux
NA1_4248468681,0,1,0,0,16,-2436,-1128,-950,318,0,0,0,0,0,0,1702,200,DrMundo,Volibear,Veigar,Zeri,Velkoz,Malphite,MasterYi,Ahri,Tristana,Thresh
NA1_4244948081,1,0,1,0,-2490,1738,-356,599,-389,1,0,0,0,0,0,2113,100,Shyvana,MasterYi,Karthus,Varus,Yuumi,Vladimir,RekSai,Yone,Jinx,Nami
NA1_4245383068,1,0,1,0,931,2380,-324,-863,102,0,0,0,0,0,0,1970,200,Fiora,Twitch,Corki,Caitlyn,Lissandra,Ryze,Nunu,Yasuo,Kaisa,Nautilus
NA1_4255102215,0,1,0,0,209,277,790,-338,846,0,0,0,0,0,0,2227,100,Vladimir,Udyr,Leblanc,MissFortune,Swain,Sion,Hecarim,Lux,Jinx,Seraphine
NA1_4255077133,2,0,1,0,936,-963,6232,-1226,514,0,0,0,0,2,1,2247,200,Malphite,LeeSin,Yasuo,MissFortune,Zyra,TahmKench,Sejuani,Jayce,Ezreal,Sona
NA1_4237134934,1,1,1,0,411,2825,-390,1145,1684,0,0,0,0,0,1,1899,200,MonkeyKing,Sion,Viktor,Jinx,Zilean,Nasus,Evelynn,Azir,Caitlyn,Seraphine
NA1_4256994039,0,1,0,0,1592,356,-1256,622,13,0,0,0,0,0,0,2047,200,Mordekaiser,Hecarim,Katarina,Ezreal,Velkoz,Pantheon,Rengar,Jhin,Lucian,Galio
NA1_4243074367,0,2,0,1,-1618,-2137,-1425,-3636,-2858,0,2,2,0,0,0,1223,200,Malphite,Amumu,Viktor,Ezreal,Zilean,Tryndamere,Khazix,Leblanc,Zeri,Yuumi
NA1_4247849122,1,1,0,1,-2263,1131,-521,-227,1068,0,1,0,0,0,0,1628,100,Kayle,Rengar,Orianna,Ashe,Lux,Urgot,MasterYi,Fizz,Xayah,Karma
NA1_4240871686,0,1,0,1,-1602,119,1074,2324,144,1,0,0,0,0,0,1862,100,Jayce,LeeSin,Fizz,Corki,Blitzcrank,Tryndamere,Elise,Ahri,Veigar,Soraka
NA1_4245530096,0,1,0,1,-283,-1202,-1570,-861,-57,0,1,0,0,0,0,1617,200,Trundle,Ekko,Akshan,Jinx,Senna,Riven,Volibear,Katarina,Kaisa,Swain
NA1_4242989001,0,1,0,1,-1580,-353,-873,-469,-826,1,0,1,0,0,0,2134,100,Sett,Diana,Zilean,Jhin,Nautilus,Nasus,Lillia,Yone,MissFortune,Lulu
NA1_4254377437,0,1,0,1,-1262,-102,899,-2378,-294,0,0,0,0,0,0,2244,100,Jayce,Shaco,Diana,Caitlyn,Lux,Karma,Nocturne,Kassadin,Zeri,Blitzcrank
NA1_4257769575,1,0,1,0,-3703,-815,-30,-705,-866,2,0,1,0,0,0,1216,200,Malphite,Graves,Malzahar,Jinx,Leona,Sion,MasterYi,Xerath,Sivir,Zyra
NA1_4254444443,0,2,1,0,298,928,1233,-1305,-970,0,0,0,0,0,0,1586,200,Tryndamere,Graves,Vex,Xayah,Zyra,Sett,Warwick,Draven,Thresh,Neeko
NA1_4256569390,1,0,0,0,-1087,-206,-491,-850,-19,0,0,0,0,0,0,1814,200,Akali,Hecarim,Lux,Jinx,Zyra,Rengar,FiddleSticks,Zed,Kaisa,Senna
NA1_4244995432,1,0,0,1,-1406,1012,-407,1592,946,1,0,0,0,0,0,1989,100,DrMundo,MonkeyKing,Diana,Aphelios,Zyra,Fiora,LeeSin,Syndra,Jhin,Xerath
NA1_4247347737,2,0,0,1,1259,2278,-995,-1963,-319,0,1,0,0,0,0,2435,200,Sett,Kayn,Cassiopeia,Jinx,Zyra,Darius,Khazix,Ekko,Aphelios,Pyke
NA1_4234685183,1,0,1,0,-1771,2269,-106,818,1641,0,0,0,0,1,1,1507,100,Graves,Singed,Vladimir,Tristana,Blitzcrank,Kayle,XinZhao,Ahri,Draven,Sona
NA1_4238910733,0,1,0,1,-1305,49,-2177,-282,-132,0,0,0,0,0,0,1456,200,Fiora,Khazix,Akali,Xayah,Janna,RekSai,Diana,Lucian,Tristana,Galio
NA1_4254233813,0,1,0,0,3555,-1225,-937,-227,-2072,0,0,0,1,0,0,1232,200,Garen,Viego,Kaisa,Twitch,Yuumi,Yorick,Graves,Ekko,Jinx,Pyke
NA1_4239883498,2,0,1,0,260,946,410,-254,622,0,0,0,0,0,0,1367,100,Garen,Udyr,Akali,Kaisa,Sona,Yone,Volibear,Sylas,Heimerdinger,Shaco
NA1_4235670480,0,1,0,1,226,-373,2073,-2264,-1521,0,0,1,0,0,0,2160,200,Sion,Graves,Ahri,Samira,Leona,Teemo,Zac,Qiyana,Jhin,Zyra
NA1_4244159906,0,1,0,1,-5,482,-1492,-384,750,0,0,0,0,0,0,1937,200,Akali,MasterYi,Leblanc,Jinx,Lux,Pantheon,Khazix,Qiyana,Draven,Leona
NA1_4240489539,2,0,1,0,-448,1364,1524,1262,1298,0,0,0,0,0,1,1749,200,Chogath,MasterYi,Irelia,Twitch,Blitzcrank,Renekton,Volibear,Yone,Heimerdinger,Shaco
NA1_4243028307,0,1,0,0,-732,-1985,-2168,-788,-1973,0,0,0,0,0,0,1461,100,Renekton,Trundle,Xerath,MissFortune,Senna,Gangplank,MasterYi,Ryze,Vayne,Lulu
NA1_4244514482,1,1,0,1,1628,1904,771,390,1382,0,0,0,1,0,0,2420,100,Renekton,Qiyana,Amumu,Caitlyn,Lux,Quinn,MonkeyKing,Katarina,Tristana,Thresh
NA1_4252472057,0,1,0,1,1187,-413,-1724,-629,-333,0,1,0,0,0,0,1963,100,Vayne,Khazix,Graves,Sivir,Xerath,Camille,Kayn,Katarina,Kaisa,Senna
NA1_4254709639,1,0,0,0,-1511,1516,903,-2670,231,0,0,1,0,0,0,1561,100,Sion,Warwick,Lux,Kaisa,Taliyah,Renekton,Teemo,Velkoz,Vayne,Renata
NA1_4256046619,0,2,1,0,-1396,-2997,-1409,-154,338,1,0,0,0,0,0,1632,200,Kayle,Nocturne,Yone,Aphelios,Zilean,Vladimir,Hecarim,Ahri,Ashe,Leona
NA1_4246789227,0,2,1,0,95,-182,897,490,-584,0,0,0,0,0,0,2307,100,Lissandra,Shaco,Zed,Ezreal,Swain,Teemo,RekSai,Akshan,Zoe,Leona
NA1_4243697409,1,0,0,0,-1368,-176,2791,-150,-1378,1,0,0,0,1,0,1069,200,Yone,LeeSin,TwistedFate,Jinx,Soraka,Hecarim,Corki,Draven,Kaisa,Lulu
NA1_4258101604,0,1,1,0,-1233,-256,571,-971,-938,0,0,0,0,0,0,1762,200,Chogath,Graves,Sion,Ezreal,Lux,Yorick,Nocturne,Cassiopeia,Xayah,Senna
NA1_4257557809,0,1,1,0,3672,350,1504,-856,562,0,0,0,1,1,0,1597,100,Mordekaiser,Nocturne,Yasuo,Tristana,Shaco,Sion,FiddleSticks,Katarina,Jinx,Ashe
NA1_4256145224,1,0,0,0,318,-159,1786,2288,84,0,0,0,0,0,0,1446,200,Tryndamere,Hecarim,Seraphine,Zeri,Lux,Aatrox,Diana,Talon,Brand,Rell
NA1_4243631737,1,1,1,0,-52,-2003,-1919,-1861,-397,0,0,1,0,0,0,1598,100,Quinn,JarvanIV,Ahri,Zeri,Taliyah,Garen,Viego,Ekko,Tristana,Senna
NA1_4252465115,2,0,1,0,1659,2294,1528,1666,1338,0,0,0,0,1,1,1811,200,Jayce,Ekko,Vex,Lucian,Zilean,Fiora,Diana,Ryze,Samira,Pyke
NA1_4246743967,1,1,0,1,710,-2579,-2881,-719,-1074,2,0,1,0,0,0,1924,100,Fiora,Graves,Sylas,Jhin,Thresh,Shen,Kayn,Veigar,Ezreal,Yuumi
NA1_4252440672,0,1,1,0,-1104,1460,-827,-1118,-241,0,0,0,0,0,0,1990,200,Chogath,Kindred,Veigar,Tristana,Rakan,Teemo,Jinx,Sylas,Kalista,Sona
NA1_4243499120,2,0,1,0,-1140,51,1798,415,695,0,0,0,0,0,0,2004,100,Warwick,Rengar,Ekko,Lucian,Zac,Renekton,Zed,Corki,Ezreal,Xerath
NA1_4245689514,1,1,0,0,-1471,3300,30,514,49,0,1,0,0,0,0,1537,100,Mordekaiser,Graves,Vladimir,Aphelios,Brand,Ornn,XinZhao,Fizz,Twitch,Pyke
NA1_4259159738,2,0,1,0,1347,1734,3627,3738,1322,0,0,0,1,2,2,1450,200,Jax,Rumble,Diana,Draven,Thresh,Jayce,Viego,Velkoz,Jhin,Lux
NA1_4252814763,0,2,0,1,13,-1405,-650,-933,140,0,0,0,0,0,0,1442,200,Ornn,MasterYi,Cassiopeia,Ezreal,Taric,Singed,FiddleSticks,Zoe,Jinx,Thresh
NA1_4243277899,1,1,0,1,1225,-927,460,747,32,0,0,0,0,0,0,2320,100,Tryndamere,Sejuani,Lissandra,Caitlyn,Morgana,Aatrox,Shaco,Gangplank,Jinx,Lux
NA1_4246987992,1,0,0,1,2318,289,580,-415,357,0,1,0,0,0,0,2154,200,Gragas,Hecarim,Zed,Vayne,Bard,Irelia,XinZhao,Sylas,Caitlyn,Leona
NA1_4239955795,1,0,1,0,596,628,2323,-694,-1082,0,0,0,0,0,0,1620,100,Kayle,Amumu,Lux,Jhin,Maokai,Darius,Ekko,Karma,Tristana,Pyke
NA1_4247087941,2,0,1,0,2184,1433,-1069,1591,1825,0,0,0,1,0,1,1892,200,Renekton,Diana,Syndra,Ashe,Pyke,Gragas,MasterYi,Irelia,Jhin,Yuumi
NA1_4243789790,0,2,0,0,-232,-5,1560,448,312,0,0,0,0,0,0,1325,200,Yasuo,Amumu,Corki,Jinx,Lulu,Jhin,Zed,Taliyah,Zeri,Bard
NA1_4254307990,0,1,0,0,-911,-282,-686,-2509,-217,0,0,0,0,0,0,1679,100,Aatrox,MasterYi,Annie,Jhin,Leona,Illaoi,Lillia,Sylas,Twitch,Yuumi
NA1_4240591925,2,0,1,0,-634,343,133,239,-836,0,0,0,0,0,0,2035,100,Shen,Viego,TwistedFate,Samira,Thresh,Sion,Rengar,Yasuo,Ziggs,Karma
NA1_4259211669,0,0,1,0,7,570,-137,-2276,-1475,0,0,0,0,0,0,1464,100,Jayce,Darius,Yasuo,Vayne,Lulu,Sett,Ekko,Renekton,Jhin,Senna
NA1_4245408671,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2032,200,Aatrox,Viego,Vladimir,Lucian,Lux,Garen,Kindred,Annie,Aphelios,Nautilus
NA1_4247423592,1,1,0,1,1308,-2637,-2328,-392,-1754,1,1,0,0,0,0,1883,200,Jayce,Shaco,Katarina,Twitch,Pantheon,Aatrox,Kayn,Veigar,Caitlyn,Thresh
NA1_4259340760,0,1,0,1,1541,-2627,1221,-1223,-336,0,0,0,1,0,0,2089,200,Garen,FiddleSticks,Veigar,Jhin,Senna,Irelia,Olaf,Neeko,Jinx,Thresh
NA1_4245255808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,200,Gragas,Hecarim,Seraphine,Aphelios,Xerath,Urgot,Kindred,Pyke,Zeri,Pantheon
NA1_4245311805,0,2,0,0,-447,-72,-784,-1917,-1591,0,0,0,0,0,0,2384,200,MonkeyKing,Zed,Shyvana,Samira,Zyra,Camille,Rengar,Veigar,Sivir,Yuumi
NA1_4256126698,1,1,0,1,310,-829,310,388,-56,0,0,0,1,0,0,1467,100,Urgot,Vi,Vladimir,Ashe,Lulu,Yorick,Warwick,Fizz,Twitch,Yuumi
NA1_4253828535,0,2,0,0,876,1502,-321,1267,520,0,0,0,0,0,0,1656,200,Rumble,Kayn,Yasuo,Ezreal,Rell,Camille,Nunu,Yone,Jinx,Lux
NA1_4245670229,0,1,0,1,-824,-414,-762,1340,-936,0,0,0,0,0,0,1787,200,Urgot,LeeSin,Veigar,Vayne,Swain,Riven,Zac,Ahri,Ezreal,Nautilus
NA1_4260008707,2,0,1,0,861,283,-646,364,243,0,0,0,0,0,0,1468,200,Garen,Graves,Yasuo,Kaisa,Veigar,Renekton,LeeSin,Twitch,Cassiopeia,Lulu
NA1_4242292202,0,1,1,0,2697,717,-1839,-1506,-107,0,0,0,1,0,0,1108,200,Teemo,XinZhao,Ekko,Kaisa,Nautilus,Malphite,Shaco,Viktor,Vayne,Lulu
NA1_4244512739,1,1,1,0,2374,-3080,1030,-827,-499,0,0,1,1,1,0,1794,200,Teemo,Ivern,Lux,Lucian,Janna,Jayce,Rengar,Veigar,Jhin,Blitzcrank
NA1_4236800461,1,0,0,0,-1446,2246,1673,-233,-611,1,0,0,0,0,0,1681,200,Sett,Nunu,Azir,Caitlyn,Pyke,Urgot,JarvanIV,Zed,MissFortune,Xerath
NA1_4242249944,0,1,0,1,-1320,1092,-1564,-725,-112,0,0,1,0,0,0,1384,100,Teemo,Ekko,Yone,Samira,Renata,Quinn,Zac,Kassadin,Draven,Lulu
NA1_4259683599,2,0,1,0,1128,-85,948,2802,368,0,0,0,0,0,0,1708,100,Graves,JarvanIV,Zed,Draven,Maokai,Camille,Viego,Azir,Caitlyn,Kaisa
NA1_4245302336,0,1,0,0,1252,1004,1064,-589,-418,0,0,0,0,0,0,1473,100,Shen,Ivern,Nunu,Jinx,Senna,TahmKench,JarvanIV,Orianna,Vayne,Leona
NA1_4253719994,1,1,1,0,-1376,-689,-457,94,370,1,0,0,0,0,0,1376,100,Sett,Kayn,Corki,Caitlyn,Morgana,Kennen,Khazix,Veigar,Tristana,Lux
NA1_4237336908,1,1,1,0,-2696,157,522,3094,641,2,0,0,0,1,0,1288,200,Mordekaiser,Zac,Gangplank,Ezreal,Velkoz,Akali,Elise,Akshan,Zeri,Blitzcrank
NA1_4243072739,1,1,1,0,23,1535,-900,836,1356,0,0,0,0,0,1,2119,100,Quinn,Kayn,Zed,Ezreal,Velkoz,Jax,FiddleSticks,Yasuo,Lucian,Rakan
NA1_4251699014,0,1,1,0,-323,-946,-1232,-666,619,0,0,0,0,0,0,2935,200,Warwick,Talon,Singed,Kaisa,Velkoz,Camille,Graves,Ahri,Jinx,Bard
NA1_4245509824,1,1,1,0,-261,394,1611,-487,-545,0,0,0,0,0,0,1828,100,Lillia,MasterYi,Talon,MissFortune,Zyra,Jax,Sejuani,Diana,Jhin,Lux
NA1_4259325457,0,2,0,1,-2679,525,-1263,1128,-1687,1,0,0,0,0,0,1717,200,Tryndamere,FiddleSticks,TwistedFate,Vayne,Senna,Quinn,Chogath,Ryze,Samira,Galio
NA1_4242158314,1,1,0,1,-2036,-981,-789,908,531,1,0,0,0,0,0,1477,200,Jax,JarvanIV,Ekko,Pyke,Jinx,Urgot,LeeSin,Viktor,Kaisa,Lulu
NA1_4244226930,0,2,0,1,-2033,-1514,-303,-401,-497,1,0,0,0,0,0,1659,200,Garen,Hecarim,Irelia,Lucian,Soraka,Sett,FiddleSticks,Pyke,Kalista,Leona
NA1_4236186410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1918,200,Tryndamere,Graves,Syndra,Sivir,Senna,Aatrox,Kayn,Akshan,Jinx,Lux
NA1_4252773428,0,1,1,0,-1467,1182,3177,1191,443,0,0,0,0,0,1,1229,100,Mordekaiser,Sejuani,Malzahar,Ziggs,Nautilus,DrMundo,MasterYi,Zed,Ezreal,Karma
NA1_4242082029,1,0,1,0,1802,1519,768,2097,1176,0,0,0,0,0,0,2174,100,Jayce,Zed,Cassiopeia,Jhin,Leblanc,Aatrox,MasterYi,Malzahar,Jinx,Pyke
NA1_4248026440,2,0,1,0,-1104,-989,-2,1246,685,0,0,0,0,0,0,2280,100,Mordekaiser,Vi,Malzahar,Tristana,Zyra,DrMundo,LeeSin,Vex,Kaisa,Pyke
NA1_4255387187,2,0,1,0,4663,983,433,984,1047,0,0,0,2,0,1,1701,100,Tryndamere,Diana,Yasuo,Lucian,Brand,Nasus,MasterYi,Xerath,Tristana,Soraka
NA1_4254853597,1,1,0,1,-697,-662,264,127,-117,0,0,0,0,0,0,1427,100,Yorick,MasterYi,Yasuo,Jinx,Rell,Mordekaiser,Kindred,Anivia,Kaisa,Zyra
NA1_4254345447,1,1,0,1,710,-2677,-2868,-1119,-1389,0,2,1,0,0,0,1811,100,Malphite,Nocturne,Veigar,Jhin,Lux,Graves,Ivern,Yone,Jinx,Lulu
NA1_4239760383,0,1,1,0,-1081,197,-2245,-488,207,0,0,0,0,0,0,921,200,Chogath,MasterYi,Swain,Samira,Soraka,Aatrox,Hecarim,Lissandra,Tristana,Bard
NA1_4244385407,1,0,1,0,241,167,1162,-259,206,0,0,0,1,0,0,1208,100,Gnar,Neeko,Vi,Caitlyn,Lux,Fiora,Nautilus,Gangplank,Ezreal,Amumu
NA1_4258733947,2,0,0,0,416,-475,472,-254,1132,0,0,0,0,0,0,1416,200,Teemo,Diana,Vladimir,Jhin,Morgana,Garen,Nocturne,Malzahar,Kaisa,Velkoz
NA1_4240946207,0,2,1,0,904,-754,1118,1385,513,0,0,0,0,0,0,2357,100,Tryndamere,Mordekaiser,Vex,Jhin,Lux,Sett,Rammus,Diana,Ziggs,Ashe
NA1_4243104000,0,1,1,0,1683,1359,-469,-3458,-349,1,0,1,0,1,0,2302,200,LeeSin,Sett,Orianna,Jhin,Lux,Kayle,Graves,Ahri,Xerath,Senna
NA1_4259065507,1,1,1,0,-218,724,1334,-334,-326,0,0,0,0,1,0,1509,200,Teemo,MasterYi,Ahri,KogMaw,Lulu,Jax,Evelynn,Talon,Jhin,Blitzcrank
NA1_4236605222,0,2,0,1,-1673,-2153,-962,131,-31,1,0,0,0,0,0,1968,100,Zilean,Poppy,Yasuo,Vayne,Gragas,Camille,Ekko,Irelia,Aphelios,Nami
NA1_4240956873,1,0,0,1,724,1025,-146,-74,-586,0,1,0,0,0,0,921,100,Garen,Viego,Vex,Lucian,Nami,Fiora,Shyvana,Malphite,Yasuo,Soraka
NA1_4254129153,0,1,1,0,1989,-312,-611,-959,976,0,0,0,1,0,0,1432,100,Darius,Hecarim,Brand,Jinx,Nautilus,Maokai,Udyr,Talon,Kaisa,Morgana
NA1_4239607244,0,1,1,0,2608,677,-1269,-278,366,0,0,0,1,0,0,1576,100,Sion,Morgana,Yone,Samira,Renata,Tryndamere,Gwen,Urgot,Lucian,Yuumi
NA1_4258109565,1,0,1,0,1036,-673,-444,230,-1605,0,0,0,1,0,0,2137,100,Shen,Zac,Orianna,Tristana,Nami,Tryndamere,Lillia,Yone,Jhin,Lux
NA1_4236029884,1,1,1,0,-181,-1493,1085,199,57,0,0,0,0,0,0,1717,100,Gangplank,Gragas,Yone,Tristana,Orianna,Singed,Zac,Akali,Aphelios,Swain
NA1_4259716875,1,0,0,1,-3387,-499,-291,-905,902,2,0,0,0,0,0,1926,200,Jax,Ekko,Veigar,Draven,Janna,Sett,Rengar,Yasuo,Ziggs,Soraka
NA1_4255519417,0,2,0,0,-2715,906,-628,155,-539,1,0,0,0,0,0,1550,100,Malphite,Ekko,Ryze,Vayne,Lux,Akali,Lillia,Leblanc,Zeri,Janna
NA1_4256101567,1,0,0,0,-901,-193,336,552,1262,0,0,0,0,0,0,1989,100,Fiora,Volibear,Lissandra,Xayah,Rakan,Aatrox,Viego,Ahri,Jinx,Maokai
NA1_4246802941,0,1,0,1,650,536,1626,-23,1253,0,0,0,0,0,0,1239,100,Graves,Shyvana,Ekko,Aphelios,Karma,Katarina,Kayn,Irelia,Jinx,Brand
NA1_4244306669,1,0,0,1,-3872,-1349,-36,217,1036,1,0,0,0,0,1,2000,200,Trundle,Zac,Sylas,Jhin,Pyke,TahmKench,Garen,Talon,Aphelios,Xerath
NA1_4240387909,0,2,0,1,-956,-308,-634,2835,329,1,0,0,0,0,0,2114,200,Illaoi,Khazix,Neeko,Caitlyn,Nami,Tryndamere,Zac,Orianna,Kaisa,Alistar
NA1_4249292487,1,0,1,0,-130,960,-460,-2177,-1262,0,0,1,0,0,0,1348,200,Vayne,MasterYi,Sylas,Jhin,Chogath,Darius,Udyr,Vladimir,Jinx,Xerath
NA1_4240350206,2,0,1,0,265,-383,-1737,1871,1748,0,0,0,1,0,0,1700,100,Kayle,Kayn,Gangplank,Aphelios,Morgana,Jax,Sion,Lissandra,Caitlyn,Leblanc
NA1_4235768425,2,0,0,1,-386,-1797,-135,-1547,-580,0,0,0,0,0,0,1573,200,Yone,Lillia,Katarina,Jinx,Nautilus,Shen,MasterYi,Seraphine,Zeri,Blitzcrank
NA1_4249153754,0,2,0,1,-1688,-1088,-543,-110,77,0,0,0,0,0,0,1729,100,Malphite,Olaf,Kassadin,MissFortune,Taric,Lucian,Zac,Yasuo,Ezreal,Alistar
NA1_4238503288,1,0,0,1,-3128,32,1145,2028,636,0,0,0,0,0,1,1558,100,Nocturne,Warwick,Sylas,Zeri,Nami,Sett,Viego,Graves,Karthus,Pyke
NA1_4255954629,0,1,1,0,-863,-1554,738,1547,556,0,0,0,0,0,0,2254,100,Urgot,Graves,Katarina,Vayne,Senna,Shen,XinZhao,Vex,Lucian,Blitzcrank
NA1_4252200831,2,0,1,0,891,2571,-1813,-850,-503,0,0,0,0,0,0,1457,200,Lucian,Kindred,Sejuani,Aphelios,Brand,Ahri,Rengar,Nasus,Jhin,Pantheon
NA1_4245521999,0,1,1,0,1137,-1036,-1398,-2616,-95,0,0,0,0,0,0,1667,200,Kennen,Graves,Lucian,Zeri,Senna,Sylas,RekSai,Zed,Jhin,Zilean
NA1_4239435376,1,0,1,0,790,441,-1202,3907,430,0,0,0,0,0,1,1132,100,Karma,XinZhao,Tryndamere,Kaisa,Pantheon,TahmKench,Sejuani,Katarina,Twitch,Nautilus
NA1_4244016613,1,0,0,0,-574,2329,-1019,2145,638,0,0,0,0,0,1,2388,200,MasterYi,XinZhao,Akali,MissFortune,Brand,Camille,Vi,Cassiopeia,Jinx,Lissandra
NA1_4245823188,2,0,1,0,152,2029,5292,-329,-860,0,0,0,1,2,0,1587,100,Irelia,Nocturne,Lucian,Twitch,Blitzcrank,Volibear,XinZhao,Nasus,Veigar,Thresh
NA1_4254735391,2,0,1,0,563,-78,1312,2761,917,0,0,0,0,0,2,2544,200,Fiora,Amumu,Xerath,Jhin,Renata,Shen,Zac,Anivia,MissFortune,Lux
NA1_4236904655,0,1,1,0,-427,-597,1161,1277,-256,0,0,0,0,1,0,2089,200,Gwen,Kindred,Katarina,Samira,Sylas,Jayce,Volibear,Yasuo,Karma,Nami
NA1_4253558820,1,0,0,1,-1549,598,48,1293,526,0,1,0,0,0,0,2659,200,Teemo,Trundle,Veigar,Jinx,Zyra,Aatrox,Hecarim,Anivia,Kalista,Senna
NA1_4242983033,1,1,0,1,520,992,2487,-611,280,0,0,0,0,0,0,1226,100,Urgot,Graves,Yasuo,Kaisa,Thresh,Jax,Rengar,Akali,Lucian,Leona
NA1_4257430229,0,2,0,1,2408,-1969,-518,-615,82,0,0,0,0,0,0,1134,100,Yorick,Diana,Akshan,Jhin,Zac,Heimerdinger,LeeSin,Annie,Draven,Leona
NA1_4241553452,2,0,0,1,2348,-1006,1422,1286,491,0,0,0,1,0,0,2000,200,Akali,Maokai,Vayne,Kaisa,Karma,Gnar,Kindred,Zed,MissFortune,Bard
NA1_4238919939,0,2,0,0,-156,-1955,1222,-1701,-108,0,0,0,0,0,0,196,200,Yasuo,Trundle,Jinx,Zilean,Aatrox,LeeSin,Ryze,Ezreal,Rakan,
NA1_4248097923,0,2,0,1,-2004,-1592,-1406,-2380,-3090,1,1,1,0,0,0,195,100,Volibear,Kayn,Veigar,Zeri,Senna,Garen,Amumu,Irelia,Malphite,
NA1_4236359346,1,1,0,1,-1653,120,2289,1192,1007,1,0,0,0,1,0,1718,200,Chogath,Nunu,Vex,Jhin,Soraka,Shen,Viego,Ahri,Varus,Xerath
NA1_4249059934,1,1,0,1,-4120,-835,-1008,-3030,-2953,2,1,1,0,0,0,1756,100,Teemo,Garen,Twitch,KogMaw,Yuumi,Shen,Hecarim,Syndra,Kaisa,Pyke
NA1_4247737955,1,0,1,0,130,462,231,1139,1042,0,0,0,0,0,0,1849,200,Renekton,Khazix,Lissandra,Lucian,Heimerdinger,Kayle,Ekko,Ryze,Kaisa,Blitzcrank
NA1_4256326316,1,0,1,0,3001,1050,174,2363,933,0,0,0,1,1,0,1822,100,Malphite,LeeSin,Soraka,Veigar,Alistar,Tryndamere,JarvanIV,Viktor,Vayne,Lux
NA1_4241470566,1,0,0,1,906,288,-2065,2457,1801,0,1,0,0,0,1,2042,100,Cassiopeia,Khazix,Sylas,Jinx,Xerath,Aatrox,Ekko,Akali,MissFortune,Yuumi
NA1_4258996666,1,1,0,1,522,-607,-2840,-497,207,0,0,0,0,0,0,2033,100,Mordekaiser,Vi,Yone,Jhin,Lux,Shen,Sejuani,Aphelios,Sivir,Morgana
NA1_4245403666,0,2,0,1,511,-2109,-1775,-152,-1603,0,1,0,0,0,0,1834,100,Quinn,Diana,Yone,Tristana,Lux,Volibear,Nocturne,Anivia,Zeri,Leona
NA1_4257468130,1,0,0,1,684,-454,-586,1641,798,0,1,0,0,0,1,2247,200,Irelia,Hecarim,Brand,MissFortune,Maokai,Nunu,Quinn,Vex,Xayah,Shaco
NA1_4260084722,2,0,1,0,-1126,1361,-182,1155,1501,1,0,0,0,0,1,1874,200,Sion,LeeSin,Malzahar,Caitlyn,Soraka,Darius,Diana,Yone,Kaisa,Nami
NA1_4236589866,1,0,0,1,1233,1213,-768,952,902,0,0,0,0,0,0,2392,200,Poppy,Shaco,Viktor,Caitlyn,Karma,Singed,Kayn,Sylas,Lucian,Nami
